Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Employee_No,Net Salary,Marital_Status
1,3,9,0,2,1995.0,2.704109589041096,0,1.0,0.0,610,332105.835,1
1,1,27,0,2,1971.0,2.334246575342466,0,1.0,0.0,611,201640.635,1
1,1,7,0,2,1946.0,2.084931506849315,0,1.0,0.0,614,20599.52,1
1,1,33,0,2,1986.2857142857144,2.6794520547945204,0,1.0,0.0,615,292029.32,1
1,3,8,0,2,1993.0,2.602739726027397,0,1.0,0.0,616,184155.505,0
1,5,33,0,2,1994.0,3.695890410958904,0,1.0,0.0,617,377534.885,0
1,1,64,0,2,1984.0,2.5972602739726027,0,1.0,0.0,618,127898.44,1
1,1,27,0,2,1991.0,2.021917808219178,1,1.0,0.0,619,28375.0,0
1,1,27,1,2,1993.0,3.4465753424657533,1,1.0,0.0,620,211627.5,0
1,1,8,0,2,1987.0,2.419178082191781,1,1.0,0.0,621,243100.01,0
1,1,36,0,2,1990.0,3.2986301369863016,0,1.0,0.0,622,340940.8775,0
1,1,108,1,2,1992.0,3.2986301369863016,1,1.0,0.0,624,921040.38,0
1,1,6,0,2,1965.0,2.7013698630136984,1,1.0,0.0,625,1052356.6675,1
0,1,48,0,2,1993.0,2.1671232876712327,0,1.0,0.0,626,101949.7,0
1,1,22,1,2,1990.0,3.334246575342466,1,1.0,0.0,627,313316.38,0
1,1,6,0,2,1981.0,2.4657534246575343,0,1.0,0.0,628,664556.9299999999,1
1,1,48,0,2,1993.0,2.621917808219178,0,1.0,0.0,629,221483.68,0
1,1,27,0,2,1989.0,1.6904109589041096,0,1.0,0.0,630,39033.49,0
1,1,33,0,2,1992.0,4.019178082191781,0,1.0,0.0,631,144779.81,0
1,1,33,0,2,1990.0,3.4876712328767123,0,1.0,0.0,633,140821.91,1
1,1,64,1,2,1971.0,3.336986301369863,0,1.0,0.0,634,508299.22,1
1,3,27,0,2,1996.0,3.295890410958904,0,1.0,0.0,635,114183.955,0
1,3,36,1,2,1994.0,3.295890410958904,0,1.0,0.0,636,566817.97,0
1,1,22,0,2,1989.0,3.2684931506849315,0,1.0,0.0,638,445361.5225,1
1,3,22,0,2,1989.0,2.9917808219178084,0,1.0,0.0,639,577406.665,0
1,1,8,0,2,1966.0,3.2684931506849315,0,1.0,0.0,640,1634648.92,1
1,1,22,0,2,1987.0,3.254794520547945,0,1.0,0.0,641,465726.725,1
1,3,7,0,2,1952.0,1.556164383561644,0,1.0,0.0,642,95114.76,1
1,3,22,0,2,1985.0,3.512328767123288,0,1.0,0.0,643,199330.095,1
1,1,8,0,2,1996.0,2.564383561643836,0,1.0,0.0,644,140102.915,0
1,3,33,0,2,1987.0,2.241095890410959,0,1.0,0.0,645,462822.92,0
1,3,36,1,2,1987.0,3.156164383561644,0,1.0,0.0,646,623318.75,1
1,4,6,0,2,1971.0,3.1232876712328768,1,1.0,0.0,649,1121407.565,1
1,1,64,1,2,1968.0,3.1205479452054794,0,1.0,0.0,650,510473.12,1
1,3,6,0,2,1969.0,3.117808219178082,1,1.0,0.0,651,1087136.1625,1
1,3,33,0,2,1987.0,3.117808219178082,0,1.0,0.0,652,377426.12,1
1,1,7,1,2,1976.0,3.104109589041096,0,1.0,0.0,653,329820.465,1
1,1,64,0,2,1969.0,3.117808219178082,0,1.0,0.0,654,509386.17,1
1,1,54,0,2,1981.0,3.112328767123288,0,1.0,0.0,655,150664.89250000002,0
1,1,35,0,2,1992.0,1.7863013698630137,0,1.0,0.0,656,98226.88,1
1,1,8,0,2,1988.0,3.084931506849315,0,1.0,0.0,658,710667.69,1
1,3,8,1,2,1981.0,17.104109589041094,0,1.0,0.0,659,623020.16,1
1,1,102,0,2,1978.0,4.087671232876712,0,1.0,0.0,660,209833.1275,1
1,1,39,0,2,1993.0,2.6575342465753424,0,1.0,0.0,662,93503.11,0
1,1,7,0,2,1993.0,3.671232876712329,0,1.0,0.0,663,541708.1525000001,0
1,1,8,1,2,1988.0,3.468493150684932,0,1.0,0.0,664,802556.685,1
1,1,7,0,2,1994.0,4.542465753424658,0,1.0,0.0,665,518334.62750000006,0
1,1,80,0,2,1985.0,4.210958904109589,0,1.0,0.0,666,245023.97,1
1,1,6,0,2,1983.0,2.3863013698630136,0,1.0,0.0,667,397293.23,1
1,1,36,0,2,1986.0,4.389041095890411,0,1.0,0.0,668,23883.68,0
1,1,22,0,2,1987.0,3.306849315068493,0,1.0,0.0,670,465726.725,1
1,3,6,0,2,1991.0,3.635616438356165,0,1.0,0.0,671,238718.23,0
1,5,24,0,2,1976.0,3.16986301369863,0,1.0,0.0,672,271929.05499999993,1
1,5,73,1,2,1978.0,3.1232876712328768,1,1.0,0.0,673,1366624.98,1
1,1,48,0,2,1991.7142857142856,6.093150684931507,0,1.0,0.0,674,167432.28,1
1,1,37,0,2,1980.0,5.046575342465753,0,1.0,0.0,675,86567.875,1
1,1,31,0,1,1958.0,3.6986301369863015,0,1.0,0.0,676,17678.2,0
1,1,55,0,1,1976.0,2.495890410958904,0,1.0,0.0,677,88201.375,1
1,1,31,0,1,1993.0,1.991780821917808,0,1.0,0.0,678,29784.8,0
1,1,31,0,1,1971.0,2.0,0,1.0,0.0,680,29439.6,1
1,1,31,0,1,1955.0,0.4821917808219178,0,1.0,0.0,682,48487.8,1
1,1,55,0,1,1991.0,2.0,0,1.0,0.0,683,91046.08,1
1,1,22,0,2,1978.0,22.578082191780823,0,0.0,1.0,684,488646.615,1
1,1,31,0,1,1972.0,1.9095890410958904,0,1.0,0.0,685,56797.4,1
1,1,31,0,1,1954.0,3.9178082191780814,0,1.0,0.0,686,31758.2,1
1,1,99,0,2,1959.0,3.526027397260274,0,1.0,0.0,689,463231.25,1
1,1,7,0,2,1974.0,2.6356164383561644,0,1.0,0.0,690,146890.625,1
1,1,22,0,2,1991.0,3.824657534246575,0,1.0,0.0,691,298460.815,0
1,1,6,0,2,1987.0,3.983561643835616,0,1.0,0.0,692,589296.61,1
1,1,99,0,2,1955.0,3.816438356164384,0,1.0,0.0,693,463231.25,1
1,1,31,0,1,1965.0,1.8164383561643835,0,1.0,0.0,695,21306.8,1
1,1,31,0,1,1981.0,2.336986301369863,0,1.0,0.0,697,64007.600000000006,1
1,1,122,1,1,1958.0,2.5863013698630137,0,1.0,0.0,698,265411.8,1
1,1,22,1,2,1986.0,6.03013698630137,1,1.0,0.0,699,518004.545,1
1,1,122,1,1,1991.0,3.336986301369863,0,1.0,0.0,700,222092.5,0
1,1,31,0,1,1992.0,1.263013698630137,0,1.0,0.0,701,74472.59999999999,0
1,1,122,0,1,1961.0,1.1232876712328768,0,1.0,0.0,702,235030.9,1
1,1,122,0,1,1981.0,1.4712328767123288,0,1.0,0.0,703,372823.08,1
1,1,48,0,2,1994.0,3.736986301369863,0,1.0,0.0,709,92151.55,0
1,1,31,0,1,1999.0,0.8794520547945206,0,1.0,0.0,710,14530.0,0
1,1,24,0,2,1972.0,4.23013698630137,0,1.0,0.0,711,387822.74,1
1,5,65,0,2,1994.0,3.632876712328767,0,1.0,0.0,712,456013.965,0
1,1,86,1,2,1993.0,3.852054794520548,0,1.0,0.0,713,783600.835,0
1,1,33,0,2,1992.0,2.3589041095890413,0,1.0,0.0,715,206515.82,0
1,3,6,0,2,1962.0,0.6986301369863014,1,1.0,0.0,716,539165.0,1
0,1,125,1,2,1993.0,2.4794520547945207,0,1.0,0.0,717,164258.33000000002,0
1,1,31,0,1,1958.0,1.1561643835616435,0,1.0,0.0,719,47075.8,1
0,1,125,1,2,1996.0,2.4986301369863013,0,1.0,0.0,718,169241.66499999998,0
0,1,125,0,2,1993.0,4.638356164383562,0,1.0,0.0,720,353290.515,0
1,1,31,0,1,1967.0,0.8767123287671232,0,1.0,0.0,721,18932.0,1
0,1,22,0,2,1970.0,1.5808219178082192,0,1.0,0.0,724,24023.38,1
1,1,24,0,2,1978.0,2.9013698630136986,0,1.0,0.0,726,93167.24,1
1,1,22,0,2,1991.0,1.2575342465753423,0,1.0,0.0,728,524247.7175,1
1,1,124,0,1,1964.0,2.835616438356164,0,1.0,0.0,729,154037.5,1
1,5,27,0,2,1993.0,4.7095890410958905,0,1.0,0.0,730,120001.25,0
1,1,51,0,2,2000.0,2.3589041095890413,0,1.0,0.0,731,80115.9375,0
1,1,80,0,2,1985.0,4.002739726027397,0,1.0,0.0,733,245023.97,1
1,3,33,0,2,1987.0,3.558904109589041,0,1.0,0.0,734,377426.12,1
1,3,36,0,2,1991.0,1.3945205479452054,0,1.0,0.0,735,56372.38,0
1,1,8,1,2,1987.0,12.578082191780824,0,1.0,0.0,736,796590.22,1
1,1,64,0,2,1976.0,3.1013698630136988,0,1.0,0.0,737,487787.565,1
1,1,1,0,1,1978.0,0.7452054794520548,0,1.0,0.0,738,102901.48,1
1,1,31,0,1,1971.0,2.421917808219178,0,1.0,0.0,739,90357.5,1
1,1,31,0,1,1974.0,1.978082191780822,0,1.0,0.0,740,63569.8,1
1,1,31,0,1,1984.0,2.073972602739726,0,1.0,0.0,741,216628.0,0
1,1,31,0,1,1984.0,0.1726027397260274,0,1.0,0.0,742,19714.2,1
1,1,31,0,1,1986.0,0.1972602739726027,0,1.0,0.0,743,15749.4,1
1,1,1,0,1,1975.0,2.317808219178082,0,1.0,0.0,744,19945.88,1
1,1,7,1,2,1994.0,5.917808219178082,0,1.0,0.0,747,371848.54,0
1,1,135,1,1,1951.0,3.254794520547945,0,1.0,0.0,749,128583.91,1
1,1,37,0,1,1958.0,3.068493150684932,0,1.0,0.0,750,17678.2,1
1,1,43,0,1,1978.0,2.9945205479452053,0,1.0,0.0,751,71688.23000000001,1
1,1,31,0,1,1999.0,2.9068493150684933,0,1.0,0.0,752,50412.7,0
1,1,102,0,2,1963.0,15.646575342465754,0,1.0,0.0,753,463231.25,1
1,1,31,1,1,1994.142857142857,4.002739726027397,0,1.0,0.0,754,87715.4,0
1,1,31,1,1,1975.7142857142856,3.8465753424657536,0,1.0,0.0,755,90109.1,1
1,3,123,0,1,1982.142857142857,3.0027397260273974,0,1.0,0.0,756,44886.25,1
1,1,123,0,1,1976.0,1.83013698630137,0,1.0,0.0,757,113675.07,1
0,1,29,1,1,1968.2857142857144,2.9178082191780823,0,1.0,0.0,758,198375.0,1
1,1,30,1,1,1967.0,2.068493150684932,0,1.0,0.0,760,231177.0,1
1,1,38,0,1,1993.0,1.9589041095890407,0,1.0,0.0,761,103462.0,0
1,1,134,0,1,1952.0,1.4712328767123288,0,1.0,0.0,762,80117.5,1
1,1,31,0,1,2003.0,3.0136986301369864,0,1.0,0.0,764,83668.925,0
1,1,31,0,1,2003.0,3.0136986301369864,0,1.0,0.0,765,83668.925,0
1,1,31,0,1,1993.0,2.9452054794520546,0,1.0,0.0,767,69954.1,1
1,1,31,0,1,1964.0,2.887671232876712,0,1.0,0.0,770,18023.0,1
1,3,31,0,1,1998.857142857143,1.832876712328767,0,1.0,0.0,772,116752.2,0
1,1,55,0,1,1997.0,1.126027397260274,0,1.0,0.0,776,52079.93,0
1,1,31,0,1,2001.0,2.3835616438356166,0,1.0,0.0,777,58618.65,0
1,1,31,0,1,1961.0,2.0191780821917806,0,1.0,0.0,778,172095.5,1
1,1,31,0,1,1999.0,3.0356164383561643,0,1.0,0.0,780,50412.7,0
1,4,31,0,1,1990.0,3.2164383561643834,0,1.0,0.0,781,46909.4,1
1,4,31,1,1,2000.0,2.8109589041095893,0,1.0,0.0,782,24474.05,0
1,3,31,0,1,2000.0,3.024657534246576,0,1.0,0.0,783,19588.0,0
1,3,31,0,1,1954.0,2.4136986301369863,0,1.0,0.0,784,57793.7,1
1,3,31,0,1,1981.4285714285716,4.002739726027397,0,1.0,0.0,785,205806.535,1
1,4,31,0,1,1961.0,2.4136986301369863,0,1.0,0.0,788,31826.9,1
1,3,31,0,1,1996.0,4.002739726027397,0,1.0,0.0,789,108285.6,0
1,4,31,0,1,2000.0,3.9178082191780814,0,1.0,0.0,791,29360.1,0
1,4,31,0,1,1966.0,3.506849315068493,0,1.0,0.0,794,109134.8,1
1,3,31,0,1,1995.0,3.589041095890411,0,1.0,0.0,796,108285.6,0
1,1,31,0,1,1993.0,2.682191780821918,0,1.0,0.0,798,83043.8,1
1,1,31,0,1,1968.0,4.002739726027397,0,1.0,0.0,799,133605.3,1
1,1,31,0,1,1983.0,2.0575342465753423,0,1.0,0.0,801,112930.9,0
1,1,1,0,1,1980.0,3.589041095890411,0,1.0,0.0,802,9724.0,1
1,1,31,0,1,1992.0,3.1835616438356165,0,1.0,0.0,803,69954.1,1
1,1,31,0,1,1995.0,0.2191780821917808,0,1.0,0.0,805,42754.7,1
1,1,31,0,1,1999.0,0.2191780821917808,0,1.0,0.0,806,38810.100000000006,0
1,3,122,1,1,1985.0,2.5863013698630137,0,1.0,0.0,808,199608.4,0
1,3,31,0,1,1978.0,3.276712328767123,0,1.0,0.0,809,239903.4,1
1,3,31,0,1,1960.0,2.1397260273972605,0,1.0,0.0,810,39593.4,1
1,4,31,1,1,1966.0,3.506849315068493,0,1.0,0.0,811,175036.6,1
1,4,1,0,1,1992.0,3.506849315068493,0,1.0,0.0,812,95560.3125,1
1,1,30,0,1,1975.0,1.0383561643835617,0,1.0,0.0,813,137975.625,1
1,3,122,0,1,1981.0,3.506849315068493,0,1.0,0.0,814,90925.0,1
1,3,31,0,1,1998.0,2.0575342465753423,0,1.0,0.0,816,31875.2,0
1,3,30,0,1,1998.0,3.208219178082192,0,1.0,0.0,817,53585.63,0
1,3,31,0,1,1972.0,0.8712328767123287,0,1.0,0.0,823,10242.0,1
1,3,31,0,1,1975.0,2.884931506849315,0,1.0,0.0,825,143073.8,1
1,4,31,1,1,1996.0,2.8904109589041096,0,1.0,0.0,826,188251.8,0
