Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Employee_No,Net Salary,Marital_Status
1,3,30,0,1,1974.7142857142856,3.3232876712328765,0,1.0,0.0,827,143073.8,1
1,3,31,1,1,1981.0,2.5863013698630137,0,1.0,0.0,828,371384.8,1
1,3,122,0,1,1982.142857142857,2.238356164383561,0,1.0,0.0,829,29975.0,1
1,3,122,0,1,1982.142857142857,2.3863013698630136,0,1.0,0.0,830,151875.0,0
1,1,55,0,1,1970.0,3.1232876712328768,0,1.0,0.0,832,89810.8,1
1,1,31,0,1,1996.0,2.96986301369863,0,1.0,0.0,837,184494.25,0
1,1,31,0,1,1994.0,2.5616438356164384,0,1.0,0.0,838,18750.0,1
1,1,31,0,1,1997.0,2.863013698630137,0,1.0,0.0,839,6931.2,1
1,4,31,0,1,1978.142857142857,4.002739726027397,0,1.0,0.0,841,18721.6,1
1,3,31,0,1,1996.4285714285716,3.0,0,1.0,0.0,845,108285.6,0
1,1,1,0,1,1983.0,1.295890410958904,0,1.0,0.0,848,140043.05,1
1,1,30,0,1,1989.4285714285716,3.421917808219178,0,1.0,0.0,850,67000.05,0
1,4,122,1,1,1973.0,3.336986301369863,0,1.0,0.0,852,250815.0,1
1,3,30,0,1,1982.0,3.326027397260274,0,1.0,0.0,853,40228.27,1
1,4,38,0,1,1987.0,1.5753424657534247,0,1.0,0.0,854,316870.15,1
1,3,31,0,1,1996.4285714285716,3.0876712328767124,0,1.0,0.0,855,108285.6,0
1,3,122,0,1,1949.0,2.852054794520548,0,1.0,0.0,858,185940.0,1
1,3,122,0,1,1995.0,2.673972602739726,0,1.0,0.0,859,185940.0,0
1,1,30,0,1,1966.0,2.9753424657534246,0,1.0,0.0,860,13553.55,0
1,1,1,0,1,1966.0,2.9726027397260277,0,1.0,0.0,861,55087.2,1
1,1,30,0,1,1972.857142857143,2.9342465753424656,0,1.0,0.0,863,50456.7,1
1,3,122,0,1,1986.0,1.2328767123287672,0,1.0,0.0,864,230881.7,0
1,4,122,0,1,1982.142857142857,2.4273972602739726,0,1.0,0.0,866,241650.0,0
1,3,122,0,1,1982.142857142857,2.9178082191780823,0,1.0,0.0,867,44886.25,1
1,3,122,0,1,1983.142857142857,1.8027397260273967,0,1.0,0.0,869,262155.0,0
1,3,30,0,1,1974.7142857142856,2.884931506849315,0,1.0,0.0,870,172245.19999999998,1
1,3,38,0,1,1992.2857142857144,1.8767123287671232,0,1.0,0.0,871,73229.0,0
0,1,134,1,1,1959.4285714285716,2.5863013698630137,0,1.0,0.0,872,228511.2,1
1,1,31,0,1,1970.0,3.2739726027397262,0,1.0,0.0,873,74622.55,1
1,1,31,0,1,1989.0,1.841095890410959,0,1.0,0.0,875,58872.1,1
1,1,31,0,1,1992.0,1.2136986301369863,0,1.0,0.0,877,30935.0,0
1,1,31,0,1,1984.0,2.512328767123288,0,1.0,0.0,878,66247.2,1
1,1,29,0,1,1979.0,1.5506849315068494,0,1.0,0.0,879,143275.5575,1
1,1,135,1,1,1963.0,3.241095890410959,0,1.0,0.0,880,3750.0,1
1,1,135,0,1,1960.0,2.5397260273972604,0,1.0,0.0,882,116325.0,1
1,1,31,0,1,1971.0,1.021917808219178,0,1.0,0.0,886,13140.0,1
1,1,31,0,1,1977.0,2.5863013698630137,0,1.0,0.0,889,87786.85,1
1,1,31,0,1,1999.0,1.0356164383561643,0,1.0,0.0,890,37925.0,1
1,1,31,0,1,1980.0,2.1397260273972605,0,1.0,0.0,891,58629.4,1
1,1,31,0,1,1976.0,2.9287671232876717,0,1.0,0.0,892,72733.6,1
1,1,31,0,1,1963.0,2.9287671232876717,0,1.0,0.0,894,14739.2,1
1,1,31,0,1,1986.0,1.7589041095890412,0,1.0,0.0,895,67891.5,1
1,1,31,0,1,1980.0,2.126027397260274,0,1.0,0.0,896,53698.6,1
1,1,31,0,1,1982.0,1.0027397260273974,0,1.0,0.0,897,11670.4,1
1,1,31,0,1,1968.0,1.0054794520547945,0,1.0,0.0,898,14935.2,1
1,1,31,0,1,1971.0,2.9287671232876717,0,1.0,0.0,899,59898.55,1
1,1,31,0,1,1983.0,2.16986301369863,0,1.0,0.0,900,76233.59999999999,1
1,1,31,0,1,1986.0,2.9287671232876717,0,1.0,0.0,901,64968.95,1
1,1,31,0,1,1989.0,2.1095890410958904,0,1.0,0.0,902,75128.0,1
1,1,31,0,1,1975.0,2.06027397260274,0,1.0,0.0,905,59842.8,1
1,1,31,0,1,1985.0,2.032876712328767,0,1.0,0.0,906,62046.4,1
1,1,134,0,1,1959.4285714285716,1.1506849315068493,0,1.0,0.0,907,172418.1,1
1,1,30,1,1,1984.0,2.5863013698630137,0,1.0,0.0,908,276517.4,1
1,1,31,0,1,1981.0,0.6027397260273972,0,1.0,0.0,910,20597.1,1
1,1,31,0,1,1984.0,1.4136986301369865,0,1.0,0.0,918,90620.3,1
1,1,1,0,1,1982.0,1.8465753424657532,0,1.0,0.0,921,97382.8,1
1,1,7,0,2,1970.0,7.531506849315068,0,1.0,0.0,923,78347.82,1
1,5,33,0,2,1993.0,4.654794520547945,0,1.0,0.0,924,306863.685,0
1,5,22,1,2,1977.0,3.9178082191780814,0,1.0,0.0,925,419935.94,1
1,1,55,0,1,1977.0,2.356164383561644,0,1.0,0.0,926,107434.4375,1
1,1,31,0,1,1975.0,3.0,0,1.0,0.0,928,30671.4,1
1,1,31,0,1,1979.7142857142856,4.002739726027397,0,1.0,0.0,929,56164.0,1
1,1,1,0,1,1996.0,4.002739726027397,0,1.0,0.0,930,54497.39750000001,0
1,1,31,0,1,1972.857142857143,2.271232876712329,0,1.0,0.0,932,47043.2,1
1,1,31,0,1,1977.0,2.0191780821917806,0,1.0,0.0,933,31606.5,1
1,1,31,0,1,1960.0,2.271232876712329,0,1.0,0.0,934,28086.3,1
1,1,31,0,1,1982.142857142857,3.506849315068493,0,1.0,0.0,939,70120.6,1
1,1,70,0,2,1997.0,2.873972602739726,0,1.0,0.0,940,54499.965,0
0,1,2,0,2,1993.0,2.4657534246575343,0,1.0,0.0,941,178025.025,0
1,1,48,1,2,1994.0,2.854794520547945,0,1.0,0.0,942,281853.73000000004,0
1,1,88,0,2,1997.0,1.1534246575342466,0,1.0,0.0,943,443650.365,0
1,1,48,0,2,1991.857142857143,2.835616438356164,0,1.0,0.0,944,161716.69,0
1,1,6,1,2,1964.0,2.854794520547945,1,1.0,0.0,945,1173373.335,1
1,1,107,1,2,1962.0,2.824657534246575,0,1.0,0.0,947,648746.6699999999,1
1,1,8,1,2,1988.0,2.797260273972603,0,1.0,0.0,948,618778.695,0
1,1,8,0,2,1988.0,2.887671232876712,0,1.0,0.0,949,710667.69,1
1,1,7,1,2,1987.0,2.643835616438356,0,1.0,0.0,950,376036.535,0
1,1,27,0,2,1995.0,2.7534246575342465,0,1.0,0.0,951,181767.08,0
1,1,120,0,3,1956.0,2.6246575342465754,0,1.0,0.0,952,436305.9,1
1,1,29,0,1,1964.2857142857144,4.002739726027397,0,1.0,0.0,953,66587.3,1
1,1,1,0,1,1977.142857142857,3.2356164383561645,0,1.0,0.0,958,32872.465000000004,1
1,1,1,0,1,1984.0,0.2383561643835616,0,1.0,0.0,959,29937.800000000003,1
1,1,31,0,1,1971.0,3.2356164383561645,0,1.0,0.0,961,59898.55,1
1,1,31,1,1,1997.0,1.915068493150685,0,1.0,0.0,962,58977.7,1
1,1,31,0,1,1978.571428571429,3.1890410958904107,0,1.0,0.0,965,56164.0,1
1,1,31,0,1,1973.2857142857144,0.3890410958904109,0,1.0,0.0,968,29237.5,1
1,1,31,0,1,1970.2857142857144,0.1589041095890411,0,1.0,0.0,969,19472.0,1
1,1,53,0,1,1984.857142857143,3.112328767123288,0,1.0,0.0,970,200994.3925,1
1,1,22,0,2,1985.0,1.8547945205479448,0,1.0,0.0,971,391760.2175,1
1,5,31,0,1,2003.0,2.882191780821918,0,1.0,0.0,973,213746.19,0
1,1,128,0,2,1996.0,2.1232876712328768,0,1.0,0.0,975,101541.67,0
1,1,31,0,1,1997.0,3.421917808219178,0,1.0,0.0,976,32954.45,1
1,1,31,0,1,1996.0,3.421917808219178,0,1.0,0.0,977,32954.45,1
1,1,31,0,1,1968.0,3.219178082191781,0,1.0,0.0,979,239973.8,1
1,1,31,1,1,1985.0,1.915068493150685,0,1.0,0.0,983,62426.2,1
1,1,32,0,2,1959.0,12.471232876712328,0,1.0,0.0,984,148529.9,1
1,1,31,0,1,1992.0,0.7205479452054795,0,1.0,0.0,986,72571.3,1
1,1,1,0,1,1996.0,1.1534246575342466,0,1.0,0.0,987,95899.195,1
1,1,31,0,1,1969.0,3.2164383561643834,0,1.0,0.0,988,153829.1,1
1,1,31,0,1,1997.0,3.238356164383561,0,1.0,0.0,989,32954.45,1
1,1,31,0,1,1995.0,1.2246575342465753,0,1.0,0.0,990,127737.5,0
1,1,31,0,1,1996.0,3.16986301369863,0,1.0,0.0,991,32954.45,1
1,1,31,0,1,1973.0,1.7780821917808218,0,1.0,0.0,992,53870.2,1
1,1,31,0,1,1985.0,1.1424657534246576,0,1.0,0.0,994,67187.3,1
1,1,1,0,1,1980.0,2.1534246575342464,0,1.0,0.0,999,97373.82,1
1,1,1,0,1,1971.0,2.9945205479452053,0,1.0,0.0,1000,45674.1425,1
1,1,1,0,1,1988.0,1.2,0,1.0,0.0,1002,37138.93,1
1,1,31,0,1,1977.0,2.98082191780822,0,1.0,0.0,1003,87786.85,1
1,1,37,0,2,1974.0,2.287671232876712,0,1.0,0.0,1006,154365.6,1
1,1,31,0,1,1988.0,2.852054794520548,0,1.0,0.0,1007,67000.05,1
1,1,31,1,1,1969.0,2.852054794520548,0,1.0,0.0,1008,248770.6,1
1,1,1,0,1,1974.0,2.871232876712329,0,1.0,0.0,1009,22811.25,1
1,1,31,0,1,2003.0,2.868493150684932,0,1.0,0.0,1010,83668.925,0
1,1,31,0,1,1999.0,1.4082191780821918,0,1.0,0.0,1013,86295.40000000001,0
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,1015,72733.6,1
1,1,31,0,1,1975.571428571429,0.0328767123287671,0,1.0,0.0,1016,24737.5,1
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,1017,1500.0,1
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,1018,72733.6,1
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,1019,72733.6,1
1,1,31,0,1,1957.0,3.1424657534246574,0,1.0,0.0,1020,9000.0,1
1,1,31,0,1,2001.0,3.0712328767123287,0,1.0,0.0,1033,28154.0,0
1,1,31,0,1,1972.0,3.084931506849315,0,1.0,0.0,1037,51920.3,1
1,1,31,0,1,1968.0,2.8219178082191783,0,1.0,0.0,1045,131852.9,1
1,3,30,0,1,1994.0,2.8438356164383563,0,1.0,0.0,1046,213284.9,0
1,1,31,0,1,1960.0,0.7945205479452054,0,1.0,0.0,1047,2888.0,1
1,1,31,0,1,1982.0,2.808219178082192,0,1.0,0.0,1050,70120.6,1
1,1,1,0,1,1976.0,4.002739726027397,0,1.0,0.0,1051,32872.465000000004,1
1,1,31,0,1,2000.0,2.808219178082192,0,1.0,0.0,1052,52941.7,0
1,3,122,0,1,1992.0,1.6027397260273972,0,1.0,0.0,1054,72041.05,0
1,3,122,0,1,2000.0,2.786301369863014,0,1.0,0.0,1055,86218.75,0
1,1,31,0,1,1964.0,2.8575342465753426,0,1.0,0.0,1056,18023.0,1
1,1,31,0,1,1976.0,2.8767123287671232,0,1.0,0.0,1057,72733.6,1
1,1,31,0,1,1973.0,2.852054794520548,0,1.0,0.0,1058,50456.7,1
1,1,31,0,1,1974.4285714285716,0.536986301369863,0,1.0,0.0,1060,83191.3,1
1,1,31,0,1,1998.0,0.810958904109589,0,1.0,0.0,1061,12125.0,0
1,1,1,0,1,1979.0,3.084931506849315,0,1.0,0.0,1063,53548.91,1
1,1,31,0,1,1969.0,1.0986301369863014,0,1.0,0.0,1064,32909.5,1
1,1,80,0,2,1998.0,2.868493150684932,0,1.0,0.0,1065,321411.2675,0
0,1,125,0,2,1993.0,0.8493150684931506,0,1.0,0.0,1066,108379.165,0
1,1,27,0,2,1993.571428571429,3.421917808219178,0,1.0,0.0,1068,181767.08,0
1,1,35,0,2,1979.4285714285716,4.413698630136986,0,1.0,0.0,1069,86567.875,0
1,1,31,0,1,1987.0,2.43013698630137,0,1.0,0.0,1070,60553.25,1
1,1,55,0,2,1955.0,7.252054794520548,0,1.0,0.0,1071,353773.79500000004,1
1,1,55,0,1,1981.4285714285716,1.3506849315068492,0,1.0,0.0,1072,202966.0,1
1,1,27,1,2,1968.0,5.841095890410959,1,1.0,0.0,1073,406569.775,1
1,1,31,0,1,1976.857142857143,3.084931506849315,0,1.0,0.0,1074,87786.85,1
1,3,31,0,1,1983.0,2.868493150684932,0,1.0,0.0,1076,58230.935,1
1,1,116,0,3,1976.0,3.213698630136986,0,1.0,0.0,1077,403251.325,1
1,1,97,0,2,1991.0,3.841095890410959,0,1.0,0.0,1078,355414.8425,1
1,1,107,1,2,1961.0,3.372602739726027,0,1.0,0.0,1080,277715.83,1
1,1,68,1,2,1957.0,3.6301369863013697,0,1.0,0.0,1081,341032.55,1
1,1,55,0,1,1999.0,2.841095890410959,0,1.0,0.0,1082,18260.25,0
1,3,108,0,2,1982.2857142857144,2.9013698630136986,0,1.0,0.0,1083,472584.1925,0
1,1,31,0,1,2001.0,2.841095890410959,0,1.0,0.0,1084,62240.0,0
1,1,31,0,1,1978.0,0.4767123287671233,0,1.0,0.0,1085,46022.4,1
1,1,22,0,2,1981.0,1.7452054794520548,0,1.0,0.0,1086,249187.5,1
1,1,31,0,1,1983.571428571429,2.734246575342466,0,1.0,0.0,1089,241945.0,0
1,1,129,0,1,1995.0,2.9178082191780823,0,1.0,0.0,1090,182277.115,0
1,1,104,0,3,1980.0,2.5863013698630137,0,1.0,0.0,1092,243710.1425,1
1,1,31,0,1,1970.0,2.473972602739726,0,1.0,0.0,1093,58887.6,1
1,1,31,0,1,1993.0,2.4876712328767123,0,1.0,0.0,1094,56864.4,1
1,1,134,1,1,1959.4285714285716,2.915068493150685,0,1.0,0.0,1097,255535.4,1
1,3,71,0,2,1980.0,4.641095890410959,0,1.0,0.0,1098,515344.33,1
1,1,31,0,1,1993.0,0.8191780821917808,0,1.0,0.0,1104,40025.0,0
1,1,31,0,1,1953.0,2.293150684931507,0,1.0,0.0,1106,179577.0,0
1,5,132,0,2,1973.0,1.7397260273972603,1,1.0,0.0,1109,824395.0,1
1,1,133,0,2,1985.0,2.580821917808219,0,1.0,0.0,1110,95462.5,1
1,1,38,1,1,1994.0,2.750684931506849,0,1.0,0.0,1120,232711.0,0
1,1,31,0,1,1986.0,0.8273972602739726,0,1.0,0.0,1121,42500.3,1
1,1,122,1,1,1980.857142857143,3.336986301369863,0,1.0,0.0,1126,260330.79,0
1,1,31,0,1,1974.2857142857144,1.3123287671232875,0,1.0,0.0,1127,73284.73,1
1,4,31,0,1,1968.0,2.6410958904109587,0,1.0,0.0,1130,43233.0,1
1,1,64,1,2,1976.0,2.556164383561644,0,1.0,0.0,1131,467275.91,1
1,4,31,0,1,1979.0,2.6410958904109587,0,1.0,0.0,1132,129312.5,1
1,4,1,0,1,1979.0,2.6246575342465754,0,1.0,0.0,1134,39560.63,0
1,3,1,0,1,1994.0,2.6356164383561644,0,1.0,0.0,1135,95560.3125,1
1,1,31,0,1,1978.0,0.1589041095890411,0,1.0,0.0,1137,28753.9,1
1,1,30,0,1,1966.0,2.378082191780822,0,1.0,0.0,1138,118435.4,1
1,1,31,0,1,1983.0,1.0657534246575342,0,1.0,0.0,1139,22960.0,1
1,1,1,0,1,1969.0,0.1589041095890411,0,1.0,0.0,1141,44879.4,1
1,3,33,0,2,1982.0,2.0794520547945203,1,1.0,0.0,1158,1284253.33,1
1,1,8,0,2,1992.0,2.5342465753424657,0,1.0,0.0,1164,508159.88,0
1,4,27,0,2,1995.0,2.526027397260274,0,1.0,0.0,1171,181767.08,0
1,1,24,0,2,1995.0,2.5232876712328767,0,1.0,0.0,1172,380502.3574999999,1
1,1,108,0,2,1991.0,2.504109589041096,0,1.0,0.0,1173,784348.6525000001,0
1,3,6,0,2,1953.0,0.3835616438356164,0,1.0,0.0,1176,95114.76,1
1,3,8,0,2,1989.0,1.547945205479452,0,1.0,0.0,1178,149298.435,1
1,1,64,0,2,1975.0,0.5917808219178082,0,1.0,0.0,1179,487787.565,1
1,1,62,0,1,1957.0,2.5863013698630137,0,1.0,0.0,1193,229552.565,1
1,1,24,0,2,1980.0,1.3534246575342466,0,1.0,0.0,1208,80409.48000000001,1
0,1,138,1,2,1994.0,2.4794520547945207,0,1.0,0.0,1212,274014.715,1
0,1,17,0,2,1989.0,2.4438356164383563,0,1.0,0.0,1215,115158.6975,1
1,4,104,0,3,1985.0,2.405479452054794,0,1.0,0.0,1217,243710.1425,1
1,3,140,0,2,1994.0,0.4356164383561643,0,1.0,0.0,1221,45375.0,0
1,1,8,0,2,1992.0,2.1397260273972605,0,1.0,0.0,1222,418595.59,0
1,1,93,0,2,1998.0,0.5945205479452055,0,1.0,0.0,1223,271637.60500000004,0
1,3,30,0,1,1959.0,2.4,0,1.0,0.0,1280,32974.9,1
1,3,36,0,2,1979.0,0.1780821917808219,0,1.0,0.0,1288,56311.67,1
1,4,31,0,1,1993.0,2.3698630136986303,0,1.0,0.0,1297,65968.55,1
1,4,1,0,1,1977.0,2.3917808219178083,0,1.0,0.0,1298,113680.315,1
1,3,31,0,1,1992.0,2.367123287671233,0,1.0,0.0,1299,65968.55,1
1,4,84,0,2,1991.0,2.3123287671232875,0,1.0,0.0,1300,517222.9125,0
1,1,22,0,2,1992.0,0.4465753424657534,1,1.0,0.0,1302,624051.4175,0
1,1,7,0,2,1980.0,1.0410958904109588,0,1.0,0.0,1304,90031.03,1
0,1,177,1,2,1999.0,2.084931506849315,0,1.0,0.0,1306,120345.15,0
1,1,33,0,2,1993.0,0.3945205479452054,0,1.0,0.0,1310,223214.905,0
1,1,24,0,2,1975.0,0.2273972602739726,0,1.0,0.0,1323,93073.22,1
1,1,70,0,2,1998.0,2.249315068493151,0,1.0,0.0,1324,54499.965,0
1,1,8,0,2,1982.0,0.8383561643835616,0,1.0,0.0,1325,134514.52,1
1,1,144,0,2,1967.0,2.238356164383561,0,1.0,0.0,1326,33750.0,1
1,1,24,0,2,1983.0,2.468493150684932,0,1.0,0.0,1329,164798.49,1
1,3,146,0,2,2005.0,0.8931506849315068,0,1.0,0.0,1330,44336.29,0
1,1,7,0,2,1988.0,2.202739726027397,0,1.0,0.0,1332,589296.61,1
1,1,33,0,2,1994.0,0.7534246575342466,0,1.0,0.0,1334,60801.81,0
1,1,48,0,2,1984.0,0.0958904109589041,0,1.0,0.0,1335,357081.6075,0
1,1,27,0,2,1997.0,2.208219178082192,0,1.0,0.0,1336,159055.085,0
0,1,147,0,2,1993.0,0.2547945205479452,1,1.0,0.0,1380,383052.8175,0
1,1,176,0,2,1983.0,1.556164383561644,0,1.0,0.0,1381,302974.69,1
1,1,8,0,2,1990.0,2.1452054794520548,0,1.0,0.0,1382,244851.9625,0
1,1,27,0,2,1998.0,0.8684931506849315,0,1.0,0.0,1383,76461.25,0
1,1,27,0,2,1997.0,2.1452054794520548,0,1.0,0.0,1384,159055.085,0
1,1,40,0,2,1996.0,0.8767123287671232,0,1.0,0.0,1385,59745.16,0
1,5,22,0,2,1985.0,1.189041095890411,0,1.0,0.0,1386,160798.31,1
1,1,80,1,2,1968.0,2.1205479452054794,0,1.0,0.0,1388,359722.365,1
1,1,43,0,2,1991.0,2.1205479452054794,0,1.0,0.0,1389,141191.8425,1
1,1,1,0,1,1971.0,0.8,0,1.0,0.0,1390,68537.035,0
1,1,22,0,2,2000.0,0.1589041095890411,1,1.0,0.0,1397,351609.755,0
1,1,48,1,2,1995.0,2.084931506849315,0,1.0,0.0,1398,316776.815,0
1,1,95,1,2,1998.0,2.0794520547945203,0,1.0,0.0,1399,451489.41,0
1,1,24,0,2,1999.0,2.063013698630137,0,1.0,0.0,1430,6439.51,0
0,1,17,0,2,1993.0,0.663013698630137,0,1.0,0.0,1432,101953.23,0
0,1,149,0,2,1970.0,0.6,0,1.0,0.0,1433,350983.33,1
1,1,27,0,2,1995.0,1.021917808219178,0,1.0,0.0,1434,151906.66,0
1,1,8,0,2,1987.0,0.2465753424657534,0,1.0,0.0,1435,189256.255,1
1,5,36,1,2,1983.0,2.0356164383561643,1,1.0,0.0,1436,645942.655,1
0,1,120,0,3,1976.0,0.4931506849315068,0,1.0,0.0,1437,201681.445,1
1,3,33,0,2,1995.0,0.589041095890411,0,1.0,0.0,1439,43523.39,0
1,1,89,0,2,1993.0,0.6082191780821918,0,1.0,0.0,1440,91785.8,0
1,1,22,0,2,1991.0,0.3945205479452054,1,1.0,0.0,1441,524247.7175,0
1,1,8,0,2,1985.0,0.2821917808219178,0,1.0,0.0,1443,671990.63,0
1,1,17,0,2,1986.0,0.010958904109589,0,1.0,0.0,1445,260450.825,1
1,3,22,0,2,1989.0,0.958904109589041,0,1.0,0.0,1446,306835.0,0
1,1,6,0,2,1964.0,1.093150684931507,0,1.0,0.0,1538,931340.0,1
1,1,153,1,1,1994.0,1.915068493150685,0,1.0,0.0,1539,172489.27,0
1,1,17,0,2,1994.0,0.4821917808219178,0,1.0,0.0,1543,42575.0,0
1,3,36,0,2,1994.0,0.3342465753424657,0,1.0,0.0,1619,365525.7475,0
1,1,66,0,3,1975.0,0.4931506849315068,0,1.0,0.0,1625,487787.565,1
1,1,78,0,3,1990.0,0.3616438356164383,0,1.0,0.0,1629,260911.635,1
1,3,7,0,2,1996.0,1.0547945205479452,0,1.0,0.0,1630,203575.64,0
1,1,122,0,1,1980.0,1.4,0,1.0,0.0,1636,308985.22,0
1,1,55,0,1,1997.0,0.7452054794520548,0,1.0,0.0,1637,158255.57,0
1,1,134,0,1,1952.0,1.104109589041096,0,1.0,0.0,1644,79885.0,1
1,1,48,1,2,1978.0,1.7808219178082192,0,1.0,0.0,1657,646260.715,1
1,1,108,0,2,1983.857142857143,1.2301369863013698,0,1.0,0.0,1683,459578.625,0
1,1,22,1,2,1987.0,1.7424657534246577,1,1.0,0.0,1685,390982.95,1
1,1,104,0,3,1989.0,0.3506849315068493,0,1.0,0.0,1715,784348.6525000001,0
1,1,9,0,2,1995.0,0.3150684931506849,0,1.0,0.0,1716,48561.62,0
1,1,1,0,1,1964.0,0.5205479452054794,0,1.0,0.0,1738,65295.0,1
1,1,162,0,3,1970.0,0.6410958904109589,1,1.0,0.0,1739,638216.66,1
1,1,163,0,3,1975.0,0.3123287671232876,0,1.0,0.0,1740,501676.875,1
0,1,161,0,2,1992.0,0.3452054794520548,0,1.0,0.0,1741,68614.52,0
1,1,27,0,2,1969.0,0.726027397260274,0,1.0,0.0,1760,134759.995,1
1,1,27,0,2,1963.0,1.643835616438356,0,1.0,0.0,1761,70111.29000000001,1
1,1,31,0,1,1981.0,1.523287671232877,0,1.0,0.0,1771,312194.5,1
1,3,30,0,1,1954.0,0.4958904109589041,0,1.0,0.0,1772,88858.75,1
1,3,30,0,1,1992.0,0.4904109589041096,0,1.0,0.0,1773,86982.5,1
1,1,43,0,1,1980.0,0.8164383561643835,0,1.0,0.0,1784,67902.5,1
1,5,8,0,2,1993.0,1.5863013698630135,0,1.0,0.0,1800,454527.5,1
1,3,122,1,1,1982.142857142857,1.9013698630136984,0,1.0,0.0,1803,59797.5,1
1,3,122,1,1,1982.142857142857,1.9013698630136984,0,1.0,0.0,1804,59397.5,1
1,1,122,0,1,1978.0,1.180821917808219,0,1.0,0.0,1814,320912.89,1
1,1,122,0,1,1979.0,1.523287671232877,0,1.0,0.0,1815,436660.94,1
1,1,24,0,1,1968.0,0.9041095890410958,0,1.0,0.0,1816,204331.185,1
1,1,122,0,1,1992.0,0.9506849315068492,0,1.0,0.0,1820,249937.65,1
1,1,55,0,1,1975.0,0.8136986301369863,0,1.0,0.0,1822,126667.5,1
1,1,31,0,1,1959.0,0.4136986301369863,0,1.0,0.0,1825,77750.0,1
1,1,31,0,1,1976.0,0.5835616438356165,0,1.0,0.0,1827,148995.0,1
1,1,29,0,1,1979.2857142857144,1.1424657534246576,0,1.0,0.0,1833,163891.115,1
1,3,33,0,2,1994.0,0.6191780821917808,1,1.0,0.0,1834,235876.565,0
1,1,31,0,1,1983.0,0.810958904109589,0,1.0,0.0,1844,150765.0,1
1,1,4,0,1,1958.0,0.5589041095890411,0,1.0,0.0,1846,169630.0,1
1,1,31,0,1,1987.0,0.8410958904109589,0,1.0,0.0,1849,53215.0,1
1,1,31,0,1,1978.0,0.7972602739726027,0,1.0,0.0,1850,147055.0,1
1,1,124,0,1,1977.0,0.8164383561643835,0,1.0,0.0,1852,205965.0,1
1,1,124,0,1,1969.0,0.8164383561643835,0,1.0,0.0,1854,195215.0,1
1,1,31,0,1,1981.0,0.821917808219178,0,1.0,0.0,1855,164425.0,1
1,1,31,0,1,2003.0,0.7095890410958904,0,1.0,0.0,1857,57972.6,0
1,1,31,0,1,2002.0,0.852054794520548,0,1.0,0.0,1860,109365.25,0
1,1,31,0,1,2002.0,0.589041095890411,0,1.0,0.0,1861,69056.2,0
1,1,31,0,1,1994.0,1.0383561643835617,0,1.0,0.0,1862,126961.7,1
1,1,31,0,1,1958.0,1.0383561643835617,0,1.0,0.0,1863,144875.15,1
1,1,31,1,1,1962.0,1.5808219178082192,0,1.0,0.0,1865,122526.8,1
1,1,31,0,1,1963.0,0.8438356164383561,0,1.0,0.0,1867,102755.6,1
1,1,30,0,1,1998.0,0.547945205479452,0,1.0,0.0,1873,117947.18,1
1,1,31,0,1,2001.0,0.6958904109589041,0,1.0,0.0,1874,29477.3,0
1,1,55,0,1,1998.0,0.8191780821917808,0,1.0,0.0,1878,154322.5,1
1,1,31,0,1,1971.0,0.3780821917808219,0,1.0,0.0,1881,49865.6,1
1,1,31,0,1,1968.0,0.8657534246575342,0,1.0,0.0,1886,130942.5,1
1,3,31,0,1,1978.0,0.7726027397260274,0,1.0,0.0,1890,123162.5,1
1,1,31,0,1,1962.0,0.8191780821917808,0,1.0,0.0,1892,62717.5,0
1,1,80,1,1,1965.0,1.547945205479452,0,1.0,0.0,1899,237492.7,1
1,1,31,0,1,1965.0,0.8684931506849315,0,1.0,0.0,1902,100425.0,1
1,1,55,0,1,1961.0,0.9616438356164384,0,1.0,0.0,1903,178362.5,1
0,1,31,0,1,1998.0,0.7287671232876712,0,1.0,0.0,1904,47520.925,1
1,1,31,0,1,1972.0,0.4,0,1.0,0.0,1906,45520.0,1
1,1,31,0,1,1962.0,0.8273972602739726,0,1.0,0.0,1909,78237.5,1
1,1,31,0,1,1967.0,0.736986301369863,0,1.0,0.0,1916,105230.0,1
1,1,31,0,1,1983.0,0.7589041095890411,0,1.0,0.0,1917,114292.5,1
1,1,90,0,2,1990.0,0.6986301369863014,0,1.0,0.0,1918,259340.275,1
1,1,124,0,1,1974.0,0.7753424657534247,0,1.0,0.0,1920,195060.0,1
1,1,31,1,1,1959.0,1.5041095890410958,0,1.0,0.0,1926,266100.5,1
1,1,33,1,2,1994.0,1.5095890410958903,1,1.0,0.0,1931,634798.02,0
1,1,124,0,1,1969.0,0.7452054794520548,0,1.0,0.0,1932,87825.0,1
1,1,31,0,1,2001.0,0.7315068493150685,0,1.0,0.0,1935,87760.0,0
1,1,24,0,1,1988.0,0.6575342465753424,0,1.0,0.0,1936,76562.5,1
1,1,124,0,1,1972.857142857143,1.008219178082192,0,1.0,0.0,1938,232110.0,1
1,1,31,0,1,2001.0,0.6301369863013698,0,1.0,0.0,1941,39331.035,0
