,Employee_No,Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Net Salary,Marital_Status
254,734,1,3,33,0,2,0.6833333333333371,0.10642307062100606,0,1.0,0.0,0.17996664944849508,1
255,735,1,3,36,0,2,0.75,0.041700802883827624,0,1.0,0.0,0.0267661713931772,0
256,736,1,1,8,1,2,0.6833333333333371,0.3761264951663117,0,1.0,0.0,0.37998344571327947,1
257,737,1,1,64,0,2,0.5,0.09274127478289367,0,1.0,0.0,0.23262894247419125,1
258,738,1,1,1,0,1,0.5333333333333385,0.022284122562674098,0,1.0,0.0,0.04896893521546967,1
259,739,1,1,31,0,1,0.4166666666666714,0.07242339832869081,0,1.0,0.0,0.042983196713509385,1
260,740,1,1,31,0,1,0.46666666666666856,0.05915123709650992,0,1.0,0.0,0.030200637488370194,1
261,741,1,1,31,0,1,0.6333333333333329,0.06201867933803048,0,1.0,0.0,0.1032369752998732,0
262,742,1,1,31,0,1,0.6333333333333329,0.005161396034737015,0,1.0,0.0,0.009273614849098655,1
263,743,1,1,31,0,1,0.6666666666666714,0.005898738325413731,0,1.0,0.0,0.007381690913268708,1
264,744,1,1,1,0,1,0.4833333333333343,0.06931017532361135,0,1.0,0.0,0.009384167950756514,1
265,747,1,1,7,1,2,0.8000000000000043,0.17696214976241192,0,1.0,0.0,0.17730513887898178,0
266,749,1,1,135,1,1,0.0833333333333357,0.09732918236932657,0,1.0,0.0,0.06122408151472237,1
267,750,1,1,37,0,1,0.20000000000000284,0.09175815172865803,0,1.0,0.0,0.008302076024101235,1
268,751,1,1,43,0,1,0.5333333333333385,0.08954612485662788,0,1.0,0.0,0.034074591291427085,1
269,752,1,1,31,0,1,0.8833333333333329,0.08692446337866624,0,1.0,0.0,0.023922330280917566,0
270,753,1,1,102,0,2,0.28333333333333854,0.4678846468949697,0,1.0,0.0,0.22091115592145721,1
271,754,1,1,31,1,1,0.8023809523809575,0.11969523185318696,0,1.0,0.0,0.04172243898780915,0
272,755,1,1,31,1,1,0.4952380952381006,0.11502539734556777,0,1.0,0.0,0.04286466515941834,1
273,756,1,3,123,0,1,0.6023809523809547,0.0897919056201868,0,1.0,0.0,0.02128521793346816,1
274,757,1,1,123,0,1,0.5,0.05472718335244962,0,1.0,0.0,0.05410987871723979,1
275,758,0,1,29,1,1,0.37142857142857366,0.08725217106341145,0,1.0,0.0,0.09452700566692727,1
276,760,1,1,30,1,1,0.3500000000000014,0.06185482549565787,0,1.0,0.0,0.11017946958518139,1
277,761,1,1,38,0,1,0.7833333333333385,0.05857774864820581,0,1.0,0.0,0.04923640424404902,0
278,762,1,1,134,0,1,0.10000000000000142,0.04399475667704408,0,1.0,0.0,0.03809687177835537,1
279,764,1,1,31,0,1,0.9500000000000028,0.09011961330493201,0,1.0,0.0,0.03979154136163949,0
280,765,1,1,31,0,1,0.9500000000000028,0.09011961330493201,0,1.0,0.0,0.03979154136163949,0
281,767,1,1,31,0,1,0.7833333333333385,0.08807144027527446,0,1.0,0.0,0.03324709884418112,1
282,770,1,1,31,0,1,0.30000000000000426,0.08635097493036212,0,1.0,0.0,0.008466607746527124,1
283,772,1,3,31,0,1,0.8809523809523867,0.054809110273635914,0,1.0,0.0,0.055578224132055265,0
284,776,1,1,55,0,1,0.8500000000000014,0.03367196460757005,0,1.0,0.0,0.02471789937482741,0
285,777,1,1,31,0,1,0.9166666666666714,0.0712764214320826,0,1.0,0.0,0.02783804689240459,0
286,778,1,1,31,0,1,0.25,0.060380140914304437,0,1.0,0.0,0.08198694940390189,1
287,780,1,1,31,0,1,0.8833333333333329,0.09077502867442241,0,1.0,0.0,0.023922330280917566,0
288,781,1,4,31,0,1,0.7333333333333343,0.09618220547271833,0,1.0,0.0,0.022250624993288164,1
289,782,1,4,31,1,1,0.9000000000000057,0.08405702113714568,0,1.0,0.0,0.011544920878648737,0
290,783,1,3,31,0,1,0.9000000000000057,0.09044732098967721,0,1.0,0.0,0.009213394711714238,0
291,784,1,3,31,0,1,0.13333333333333286,0.0721776175651319,0,1.0,0.0,0.027444397111617936,1
292,785,1,3,31,0,1,0.5904761904761884,0.11969523185318696,0,1.0,0.0,0.09807318679749073,1
293,788,1,4,31,0,1,0.25,0.0721776175651319,0,1.0,0.0,0.01505355508757913,1
294,789,1,3,31,0,1,0.8333333333333357,0.11969523185318696,0,1.0,0.0,0.05153813050940145,0
295,791,1,4,31,0,1,0.9000000000000057,0.11715549729641161,0,1.0,0.0,0.013876447045583239,0
296,794,1,4,31,0,1,0.3333333333333357,0.10486645911846633,0,1.0,0.0,0.05194335190929723,1
297,796,1,3,31,0,1,0.81666666666667,0.10732426675405539,0,1.0,0.0,0.05153813050940145,0
298,798,1,1,31,0,1,0.7833333333333385,0.08020645584138948,0,1.0,0.0,0.03949324410821291,1
299,799,1,1,31,0,1,0.36666666666666714,0.11969523185318696,0,1.0,0.0,0.06362018924579005,1
300,801,1,1,31,0,1,0.6166666666666671,0.06152711781091266,0,1.0,0.0,0.053754775550541194,0
301,802,1,1,1,0,1,0.56666666666667,0.10732426675405539,0,1.0,0.0,0.004506489520272905,1
302,803,1,1,31,0,1,0.7666666666666728,0.09519908241848273,0,1.0,0.0,0.03324709884418112,1
303,805,1,1,31,0,1,0.81666666666667,0.006554153694904146,0,1.0,0.0,0.02026808454327992,1
304,806,1,1,31,0,1,0.8833333333333329,0.006554153694904146,0,1.0,0.0,0.018385799646872838,0
305,808,1,3,122,1,1,0.6500000000000057,0.07733901359986892,0,1.0,0.0,0.09511555968792522,0
306,809,1,3,31,0,1,0.5333333333333385,0.09798459773881697,0,1.0,0.0,0.11434353461585797,1
307,810,1,3,31,0,1,0.23333333333333428,0.06398492544650172,0,1.0,0.0,0.018759574873601952,1
308,811,1,4,31,1,1,0.3333333333333357,0.10486645911846633,0,1.0,0.0,0.08339038400026727,1
309,812,1,4,1,0,1,0.7666666666666728,0.10486645911846633,0,1.0,0.0,0.045465875663868865,1
310,813,1,1,30,0,1,0.4833333333333343,0.03105030312960839,0,1.0,0.0,0.06570562166983565,1
311,814,1,3,122,0,1,0.5833333333333357,0.10486645911846633,0,1.0,0.0,0.04325399645967149,1
312,816,1,3,31,0,1,0.8666666666666671,0.06152711781091266,0,1.0,0.0,0.0150766028897635,0
313,817,1,3,30,0,1,0.8666666666666671,0.09593642470915943,0,1.0,0.0,0.025436389555966218,0
314,823,1,3,31,0,1,0.4333333333333371,0.026052760937243978,0,1.0,0.0,0.004753668848047298,1
315,825,1,3,31,0,1,0.4833333333333343,0.08626904800917581,0,1.0,0.0,0.06813836968021444,1
316,826,1,4,31,1,1,0.8333333333333357,0.08643290185154842,0,1.0,0.0,0.08969641537556486,0
317,827,1,3,30,0,1,0.47857142857143486,0.09937735539898411,0,1.0,0.0,0.06813836968021444,1
318,828,1,3,31,1,1,0.5833333333333357,0.07733901359986892,0,1.0,0.0,0.17708385134720167,1
319,829,1,3,122,0,1,0.6023809523809547,0.06693429460920858,0,1.0,0.0,0.014169865131777204,1
320,830,1,3,122,0,1,0.6023809523809547,0.07135834835326889,0,1.0,0.0,0.07233812778756576,0
321,832,1,1,55,0,1,0.4000000000000057,0.09339669015238408,0,1.0,0.0,0.04272232231487182,1
322,837,1,1,31,0,1,0.8333333333333357,0.08880878256595116,0,1.0,0.0,0.08790338702985315,0
323,838,1,1,31,0,1,0.8000000000000043,0.07660167130919221,0,1.0,0.0,0.00881351772971628,1
324,839,1,1,31,0,1,0.8500000000000014,0.0856136326396854,0,1.0,0.0,0.003173820743036759,1
325,841,1,4,31,0,1,0.5357142857142847,0.11969523185318696,0,1.0,0.0,0.008799965812903938,1
326,845,1,3,31,0,1,0.8404761904761884,0.08970997869900049,0,1.0,0.0,0.05153813050940145,0
327,848,1,1,1,0,1,0.6166666666666671,0.03875143372112076,0,1.0,0.0,0.06669215588165799,1
328,850,1,1,30,0,1,0.7238095238095283,0.10232672456169097,0,1.0,0.0,0.03183748476462138,0
329,852,1,4,122,1,1,0.45000000000000284,0.09978699000491562,0,1.0,0.0,0.11955033375281368,1
330,853,1,3,30,0,1,0.6000000000000014,0.09945928232017041,0,1.0,0.0,0.01906252224777981,1
331,854,1,4,38,0,1,0.6833333333333371,0.04710797968212355,0,1.0,0.0,0.15107054142276866,1
332,855,1,3,31,0,1,0.8404761904761884,0.09233164017696216,0,1.0,0.0,0.05153813050940145,0
333,858,1,3,122,0,1,0.05000000000000426,0.0852859249549402,0,1.0,0.0,0.0885932702598335,1
334,859,1,3,122,0,1,0.81666666666667,0.07996067507783058,0,1.0,0.0,0.0885932702598335,0
335,860,1,1,30,0,1,0.3333333333333357,0.08897263640832379,0,1.0,0.0,0.006333874838184923,0
336,861,1,1,1,0,1,0.3333333333333357,0.08889070948713747,0,1.0,0.0,0.026152908983005204,1
337,863,1,1,30,0,1,0.4476190476190496,0.08774373259052924,0,1.0,0.0,0.023943326208373302,1
338,864,1,3,122,0,1,0.6666666666666714,0.03686711453383582,0,1.0,0.0,0.11003855828114321,0
339,866,1,4,122,0,1,0.6023809523809547,0.07258725217106342,0,1.0,0.0,0.11517697749981694,0
340,867,1,3,122,0,1,0.6023809523809547,0.08725217106341145,0,1.0,0.0,0.02128521793346816,1
341,869,1,3,122,0,1,0.6190476190476204,0.0539079141405866,0,1.0,0.0,0.1249615568743612,0
342,870,1,3,30,0,1,0.47857142857143486,0.08626904800917581,0,1.0,0.0,0.08205838327526833,1
343,871,1,3,38,0,1,0.7714285714285722,0.05611994101261675,0,1.0,0.0,0.03480981618110845,0
344,872,0,1,134,1,1,0.22380952380952834,0.07733901359986892,0,1.0,0.0,0.10890740268946522,1
345,873,1,1,31,0,1,0.4000000000000057,0.09790267081763068,0,1.0,0.0,0.035474790606243596,1
346,875,1,1,31,0,1,0.7166666666666686,0.055054891037194825,0,1.0,0.0,0.027958988206351343,1
347,877,1,1,31,0,1,0.7666666666666728,0.03629362608553171,0,1.0,0.0,0.014627958094447894,0
348,878,1,1,31,0,1,0.6333333333333329,0.07512698672783877,0,1.0,0.0,0.03147823967405197,1
349,879,1,1,29,0,1,0.5500000000000043,0.04637063739144683,0,1.0,0.0,0.06823464435825198,1
350,880,1,1,135,1,1,0.28333333333333854,0.09691954776339505,0,1.0,0.0,0.0016558151879867622,1
351,882,1,1,135,0,1,0.23333333333333428,0.07594625593970179,0,1.0,0.0,0.05537437276366681,1
352,886,1,1,31,0,1,0.4166666666666714,0.03055874160249058,0,1.0,0.0,0.006136536979109441,1
353,889,1,1,31,0,1,0.5166666666666728,0.07733901359986892,0,1.0,0.0,0.04175653351091626,1
354,890,1,1,31,0,1,0.8833333333333329,0.030968376208422087,0,1.0,0.0,0.01796344747889385,1
355,891,1,1,31,0,1,0.56666666666667,0.06398492544650172,0,1.0,0.0,0.02784317657922616,1
356,892,1,1,31,0,1,0.5,0.08757987874815665,0,1.0,0.0,0.0345734211251636,1
357,894,1,1,31,0,1,0.28333333333333854,0.08757987874815665,0,1.0,0.0,0.006899643506091698,1
358,895,1,1,31,0,1,0.6666666666666714,0.05259708340160577,0,1.0,0.0,0.03226286702667636,1
359,896,1,1,31,0,1,0.56666666666667,0.06357529084057022,0,1.0,0.0,0.025490296599708834,1
360,897,1,1,31,0,1,0.6000000000000014,0.02998525315418647,0,1.0,0.0,0.005435273002087728,1
361,898,1,1,31,0,1,0.36666666666666714,0.03006718007537277,0,1.0,0.0,0.00699317081930363,1
362,899,1,1,31,0,1,0.4166666666666714,0.08757987874815665,0,1.0,0.0,0.028448789791281896,1
363,900,1,1,31,0,1,0.6166666666666671,0.06488612157955104,0,1.0,0.0,0.03624355171823381,1
364,901,1,1,31,0,1,0.6666666666666714,0.08757987874815665,0,1.0,0.0,0.03086828412245425,1
365,902,1,1,31,0,1,0.7166666666666686,0.06308372931345241,0,1.0,0.0,0.03571598132289141,1
366,905,1,1,31,0,1,0.4833333333333343,0.061609044732098966,0,1.0,0.0,0.028422186996835134,1
367,906,1,1,31,0,1,0.6500000000000057,0.06078977552023595,0,1.0,0.0,0.029473701218232146,1
368,907,1,1,134,0,1,0.22380952380952834,0.03440930689824676,0,1.0,0.0,0.08214088772656601,1
369,908,1,1,30,1,1,0.6333333333333329,0.07733901359986892,0,1.0,0.0,0.13181500934005028,1
370,910,1,1,31,0,1,0.5833333333333357,0.0180239226609864,0,1.0,0.0,0.009694917220704853,1
371,918,1,1,31,0,1,0.6333333333333329,0.04227429133213174,0,1.0,0.0,0.04310859966204049,1
372,921,1,1,1,0,1,0.6000000000000014,0.055218744879567426,0,1.0,0.0,0.046335530557936884,1
373,923,1,1,7,0,2,0.4000000000000057,0.2252171063411437,0,1.0,0.0,0.03725241557608552,1
374,924,1,5,33,0,2,0.7833333333333385,0.1391938390955268,0,1.0,0.0,0.14629565475848683,0
375,925,1,5,22,1,2,0.5166666666666728,0.11715549729641161,0,1.0,0.0,0.20025149255932603,1
376,926,1,1,55,0,1,0.5166666666666728,0.07045715222021957,0,1.0,0.0,0.05113197264342313,1
377,928,1,1,31,0,1,0.4833333333333343,0.08970997869900049,0,1.0,0.0,0.014502173401781235,1
378,929,1,1,31,0,1,0.5619047619047635,0.11969523185318696,0,1.0,0.0,0.026666736589467496,1
379,930,1,1,1,0,1,0.8333333333333357,0.11969523185318696,0,1.0,0.0,0.025871466926113983,0
380,932,1,1,31,0,1,0.4476190476190496,0.06791741766344421,0,1.0,0.0,0.02231447169996039,1
381,933,1,1,31,0,1,0.5166666666666728,0.060380140914304437,0,1.0,0.0,0.014948384578232651,1
382,934,1,1,31,0,1,0.23333333333333428,0.06791741766344421,0,1.0,0.0,0.013268614945739566,1
383,939,1,1,31,0,1,0.6023809523809547,0.10486645911846633,0,1.0,0.0,0.03332654934239432,1
384,940,1,1,70,0,2,0.8500000000000014,0.08594134032443061,0,1.0,0.0,0.025872692086199037,0
385,941,0,1,2,0,2,0.7833333333333385,0.07373422906767164,0,1.0,0.0,0.0848164011481518,0
386,942,1,1,48,1,2,0.8000000000000043,0.0853678518761265,0,1.0,0.0,0.13436140019368412,0
387,943,1,1,88,0,2,0.8500000000000014,0.034491233819433066,0,1.0,0.0,0.21156754589920299,0
388,944,1,1,48,0,2,0.7642857142857196,0.08479436342782239,0,1.0,0.0,0.0770343870894267,0
389,945,1,1,6,1,2,0.30000000000000426,0.0853678518761265,1,1.0,0.0,0.5597768763743639,1
390,947,1,1,107,1,2,0.2666666666666728,0.08446665574307717,0,1.0,0.0,0.3094354354723918,1
391,948,1,1,8,1,2,0.7000000000000028,0.08364738653121416,0,1.0,0.0,0.29513531208385935,0
392,949,1,1,8,0,2,0.7000000000000028,0.08635097493036212,0,1.0,0.0,0.3389829182884241,1
393,950,1,1,7,1,2,0.6833333333333371,0.07905947894478126,0,1.0,0.0,0.1793035670427318,0
394,951,1,1,27,0,2,0.81666666666667,0.08233655579223333,0,1.0,0.0,0.08660203558713792,0
395,952,1,1,120,0,3,0.1666666666666714,0.07848599049647714,0,1.0,0.0,0.20806291284599343,1
396,953,1,1,29,0,1,0.3047619047619037,0.11969523185318696,0,1.0,0.0,0.031640528649681456,1
397,958,1,1,1,0,1,0.519047619047619,0.09675569392102246,0,1.0,0.0,0.015552477971448694,1
398,959,1,1,1,0,1,0.6333333333333329,0.007127642143208259,0,1.0,0.0,0.014152114029473717,1
399,961,1,1,31,0,1,0.4166666666666714,0.09675569392102246,0,1.0,0.0,0.028448789791281896,1
400,962,1,1,31,1,1,0.8500000000000014,0.057266917909224974,0,1.0,0.0,0.02800937843224512,1
401,965,1,1,31,0,1,0.5428571428571445,0.09536293626085532,0,1.0,0.0,0.026666736589467496,1
402,968,1,1,31,0,1,0.45476190476190936,0.011633622808454858,0,1.0,0.0,0.013817944756808836,1
403,969,1,1,31,0,1,0.4047619047619051,0.004751761428805506,0,1.0,0.0,0.009158041812058195,1
404,970,1,1,53,0,1,0.6476190476190524,0.09306898246763887,0,1.0,0.0,0.09577692782392977,1
405,971,1,1,22,0,2,0.6500000000000057,0.05546452564312634,0,1.0,0.0,0.18680659652243836,1
406,973,1,5,31,0,1,0.9500000000000028,0.08618712108798952,0,1.0,0.0,0.10186183271575444,0
407,975,1,1,128,0,2,0.8333333333333357,0.06349336391938391,0,1.0,0.0,0.04832006084925172,0
408,976,1,1,31,0,1,0.8500000000000014,0.10232672456169097,0,1.0,0.0,0.015591599587640937,1
409,977,1,1,31,0,1,0.8333333333333357,0.10232672456169097,0,1.0,0.0,0.015591599587640937,1
410,979,1,1,31,0,1,0.36666666666666714,0.09626413239390465,0,1.0,0.0,0.11437712809978713,1
411,983,1,1,31,1,1,0.6500000000000057,0.057266917909224974,0,1.0,0.0,0.029654934246588736,1
412,984,1,1,32,0,2,0.21666666666666856,0.3729313452400459,0,1.0,0.0,0.07074191240274313,1
413,986,1,1,31,0,1,0.7666666666666728,0.02154678027199738,0,1.0,0.0,0.034495974783662085,1
414,987,1,1,1,0,1,0.8333333333333357,0.034491233819433066,0,1.0,0.0,0.045627583672642046,1
415,988,1,1,31,0,1,0.38333333333333286,0.09618220547271833,0,1.0,0.0,0.07327058555668535,1
416,989,1,1,31,0,1,0.8500000000000014,0.09683762084220875,0,1.0,0.0,0.015591599587640937,1
417,990,1,1,31,0,1,0.81666666666667,0.03662133377027691,0,1.0,0.0,0.06082019144749935,0
418,991,1,1,31,0,1,0.8333333333333357,0.0947894478125512,0,1.0,0.0,0.015591599587640937,1
419,992,1,1,31,0,1,0.45000000000000284,0.05317057184990988,0,1.0,0.0,0.025572180716786217,1
420,994,1,1,31,0,1,0.6500000000000057,0.034163526134687865,0,1.0,0.0,0.031926836751350635,1
421,999,1,1,1,0,1,0.56666666666667,0.06439456005243323,0,1.0,0.0,0.046331245480015236,1
422,1000,1,1,1,0,1,0.4166666666666714,0.08954612485662788,0,1.0,0.0,0.021661184610125468,1
423,1002,1,1,1,0,1,0.7000000000000028,0.0358839914796002,0,1.0,0.0,0.017588350463095363,1
424,1003,1,1,31,0,1,0.5166666666666728,0.08913649025069639,0,1.0,0.0,0.04175653351091626,1
425,1006,1,1,37,0,2,0.46666666666666856,0.06840897919056202,0,1.0,0.0,0.07352659271759454,1
426,1007,1,1,31,0,1,0.7000000000000028,0.0852859249549402,0,1.0,0.0,0.03183748476462138,1
427,1008,1,1,31,1,1,0.38333333333333286,0.0852859249549402,0,1.0,0.0,0.11857478661439289,1
428,1009,1,1,1,0,1,0.46666666666666856,0.08585941340324432,0,1.0,0.0,0.010751465692889548,1
429,1010,1,1,31,0,1,0.9500000000000028,0.085777486482058,0,1.0,0.0,0.03979154136163949,0
430,1013,1,1,31,0,1,0.8833333333333329,0.04211043748975914,0,1.0,0.0,0.041044843147192096,0
431,1015,1,1,31,0,1,0.4928571428571473,0.09306898246763887,0,1.0,0.0,0.0345734211251636,1
432,1016,1,1,31,0,1,0.4928571428571473,0.0009831230542356219,0,1.0,0.0,0.011670633994289982,1
433,1017,1,1,31,0,1,0.4928571428571473,0.09306898246763887,0,1.0,0.0,0.0005821598067273342,1
434,1018,1,1,31,0,1,0.4928571428571473,0.09306898246763887,0,1.0,0.0,0.0345734211251636,1
435,1019,1,1,31,0,1,0.4928571428571473,0.09306898246763887,0,1.0,0.0,0.0345734211251636,1
436,1020,1,1,31,0,1,0.18333333333333712,0.09397017860068818,0,1.0,0.0,0.004161011077592093,1
437,1033,1,1,31,0,1,0.9166666666666714,0.09184007864984434,0,1.0,0.0,0.013300920043211241,0
438,1037,1,1,31,0,1,0.4333333333333371,0.09224971325577586,0,1.0,0.0,0.024641727104378328,1
439,1045,1,1,31,0,1,0.36666666666666714,0.08438472882189088,0,1.0,0.0,0.06278397871684825,1
440,1046,1,3,30,0,1,0.8000000000000043,0.0850401441913813,0,1.0,0.0,0.10164171427538947,0
441,1047,1,1,31,0,1,0.23333333333333428,0.023758807144027526,0,1.0,0.0,0.0012444858819220391,1
442,1050,1,1,31,0,1,0.6000000000000014,0.08397509421595938,0,1.0,0.0,0.03332654934239432,1
443,1051,1,1,1,0,1,0.5,0.11969523185318696,0,1.0,0.0,0.015552477971448694,1
444,1052,1,1,31,0,1,0.9000000000000057,0.08397509421595938,0,1.0,0.0,0.025129118929453163,0
445,1054,1,3,122,0,1,0.7666666666666728,0.047927248893986564,0,1.0,0.0,0.034242949998811945,0
446,1055,1,3,122,0,1,0.9000000000000057,0.08331967884646896,0,1.0,0.0,0.04100826728720385,0
447,1056,1,1,31,0,1,0.30000000000000426,0.0854497787973128,0,1.0,0.0,0.008466607746527124,1
448,1057,1,1,31,0,1,0.5,0.08602326724561692,0,1.0,0.0,0.0345734211251636,1
449,1058,1,1,31,0,1,0.45000000000000284,0.0852859249549402,0,1.0,0.0,0.023943326208373302,1
450,1060,1,1,31,0,1,0.47380952380952834,0.01605767655251516,0,1.0,0.0,0.039563628183206585,1
451,1061,1,1,31,0,1,0.8666666666666671,0.02425036867114534,0,1.0,0.0,0.005652199107119077,0
452,1063,1,1,1,0,1,0.5500000000000043,0.09224971325577586,0,1.0,0.0,0.02541886750014407,1
453,1064,1,1,31,0,1,0.38333333333333286,0.03285269539570703,0,1.0,0.0,0.015570150339024223,1
454,1065,1,1,80,0,2,0.8666666666666671,0.085777486482058,0,1.0,0.0,0.15323747264090481,0
455,1066,0,1,125,0,2,0.7833333333333385,0.025397345567753565,0,1.0,0.0,0.05158277787195592,0
456,1068,1,1,27,0,2,0.7928571428571445,0.10232672456169097,0,1.0,0.0,0.08660203558713792,0
457,1069,1,1,35,0,2,0.5571428571428569,0.13198427003113222,0,1.0,0.0,0.04117486281386261,0
458,1070,1,1,31,0,1,0.6833333333333371,0.07266917909224972,0,1.0,0.0,0.028761199648219916,1
459,1071,1,1,55,0,2,0.15000000000000568,0.21686056038014093,0,1.0,0.0,0.16868022899714094,1
460,1072,1,1,55,0,1,0.5904761904761884,0.0403899721448468,0,1.0,0.0,0.09671773982486596,1
461,1073,1,1,27,1,2,0.36666666666666714,0.1746681959691955,1,1.0,0.0,0.1938734236797476,1
462,1074,1,1,31,0,1,0.5142857142857196,0.09224971325577586,0,1.0,0.0,0.04175653351091626,1
463,1076,1,3,31,0,1,0.6166666666666671,0.085777486482058,0,1.0,0.0,0.02765303698300681,1
464,1077,1,1,116,0,3,0.5,0.09610027855153203,0,1.0,0.0,0.19228992514644083,1
465,1078,1,1,97,0,2,0.75,0.11486154350319515,0,1.0,0.0,0.1694633043212642,1
466,1080,1,1,107,1,2,0.25,0.10085203998033754,0,1.0,0.0,0.1323868763705226,1
467,1081,1,1,68,1,2,0.18333333333333712,0.1085531705718499,0,1.0,0.0,0.16260035954905433,1
468,1082,1,1,55,0,1,0.8833333333333329,0.084958217270195,0,1.0,0.0,0.008579818741728812,0
469,1083,1,3,108,0,2,0.6047619047619079,0.08676060953629362,0,1.0,0.0,0.22537419460845054,0
470,1084,1,1,31,0,1,0.9166666666666714,0.084958217270195,0,1.0,0.0,0.029566083299037402,0
471,1085,1,1,31,0,1,0.5333333333333385,0.014255284286416517,0,1.0,0.0,0.021827366182987223,1
472,1086,1,1,22,0,2,0.5833333333333357,0.05218744879567426,0,1.0,0.0,0.11877372302703602,1
473,1089,1,1,31,0,1,0.6261904761904802,0.08176306734392923,0,1.0,0.0,0.11531774564980429,0
474,1090,1,1,129,0,1,0.81666666666667,0.08725217106341145,0,1.0,0.0,0.08684541417486263,0
475,1092,1,1,104,0,3,0.56666666666667,0.07733901359986892,0,1.0,0.0,0.11616003664705526,1
476,1093,1,1,31,0,1,0.4000000000000057,0.07398000983123054,0,1.0,0.0,0.027966384498977797,1
477,1094,1,1,31,0,1,0.7833333333333385,0.07438964443716206,0,1.0,0.0,0.027000953580149322,1
478,1097,1,1,134,1,1,0.22380952380952834,0.08717024414222514,0,1.0,0.0,0.121802815024679,1
479,1098,1,3,71,0,2,0.56666666666667,0.1387842044895953,0,1.0,0.0,0.24577848426634744,1
480,1104,1,1,31,0,1,0.7833333333333385,0.024496149434704243,0,1.0,0.0,0.018965525834735982,0
481,1106,1,1,31,0,1,0.11666666666666714,0.06857283303293463,0,1.0,0.0,0.08555697284163184,0
482,1109,1,5,132,0,2,0.45000000000000284,0.05202359495330166,1,1.0,0.0,0.3932513353451615,1
483,1110,1,1,133,0,2,0.6500000000000057,0.07717515975749631,0,1.0,0.0,0.04541920147854467,1
484,1120,1,1,38,1,1,0.8000000000000043,0.08225462887104702,0,1.0,0.0,0.1109114639651156,0
485,1121,1,1,31,0,1,0.6666666666666714,0.02474193019826315,0,1.0,0.0,0.02014668990817219,1
486,1126,1,1,122,1,1,0.5809523809523824,0.09978699000491562,0,1.0,0.0,0.12409108003745128,0
487,1127,1,1,31,0,1,0.4714285714285751,0.03924299524823857,0,1.0,0.0,0.03483640943195182,1
488,1130,1,4,31,0,1,0.36666666666666714,0.07897755202359495,0,1.0,0.0,0.020496319818327204,1
489,1131,1,1,64,1,2,0.5,0.0764378174668196,0,1.0,0.0,0.22284118746561934,1
490,1132,1,4,31,0,1,0.5500000000000043,0.07897755202359495,0,1.0,0.0,0.06157175021438096,1
491,1134,1,4,1,0,1,0.5500000000000043,0.07848599049647714,0,1.0,0.0,0.018743937679449117,0
492,1135,1,3,1,0,1,0.8000000000000043,0.07881369818122236,0,1.0,0.0,0.045465875663868865,1
493,1137,1,1,31,0,1,0.5333333333333385,0.004751761428805506,0,1.0,0.0,0.013587180426863478,1
494,1138,1,1,30,0,1,0.3333333333333357,0.07111256758970998,0,1.0,0.0,0.056381413793271204,1
495,1139,1,1,31,0,1,0.6166666666666671,0.031869572341471405,0,1.0,0.0,0.010822446243095033,1
496,1141,1,1,1,0,1,0.38333333333333286,0.004751761428805506,0,1.0,0.0,0.021281949249307434,1
497,1158,1,3,33,0,2,0.6000000000000014,0.06218253318040308,1,1.0,0.0,0.6126866111769277,1
498,1164,1,1,8,0,2,0.7666666666666728,0.07578240209732919,0,1.0,0.0,0.24235020719795222,0
499,1171,1,4,27,0,2,0.81666666666667,0.07553662133377029,0,1.0,0.0,0.08660203558713792,0
500,1172,1,1,24,0,2,0.81666666666667,0.07545469441258398,0,1.0,0.0,0.1814345689800093,1
501,1173,1,1,108,0,2,0.75,0.07488120596427987,0,1.0,0.0,0.3741420124593126,0
502,1176,1,3,6,0,2,0.11666666666666714,0.011469768966082254,0,1.0,0.0,0.0452532668464206,1
503,1178,1,3,8,0,2,0.7166666666666686,0.04628871047026053,0,1.0,0.0,0.07110864206427035,1
504,1179,1,1,64,0,2,0.4833333333333343,0.017696214976241194,0,1.0,0.0,0.23262894247419125,1
505,1193,1,1,62,0,1,0.18333333333333712,0.07733901359986892,0,1.0,0.0,0.1094043214166231,1
506,1208,1,1,24,0,2,0.56666666666667,0.0404718990660331,0,1.0,0.0,0.03823619884423099,1
507,1212,0,1,138,1,2,0.8000000000000043,0.07414386367360315,0,1.0,0.0,0.1306207776876737,1
508,1215,0,1,17,0,2,0.7166666666666686,0.07307881369818123,0,1.0,0.0,0.05481783633908845,1
509,1217,1,4,104,0,3,0.6500000000000057,0.071931836801573,0,1.0,0.0,0.11616003664705526,1
510,1221,1,3,140,0,2,0.8000000000000043,0.013026380468621989,0,1.0,0.0,0.02151843974128618,0
511,1222,1,1,8,0,2,0.7666666666666728,0.06398492544650172,0,1.0,0.0,0.19961190411920557,0
512,1223,1,1,93,0,2,0.8666666666666671,0.017778141897427494,0,1.0,0.0,0.12948646793507568,0
513,1280,1,3,30,0,1,0.21666666666666856,0.0717679829592004,0,1.0,0.0,0.015601357922106165,1
514,1288,1,3,36,0,2,0.5500000000000043,0.005325249877109618,0,1.0,0.0,0.026737201785089974,1
515,1297,1,4,31,0,1,0.7833333333333385,0.07086678682615108,0,1.0,0.0,0.03134527341983511,1
