,Employee_No,Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Net Salary,Marital_Status
42,408,1,1,8,1,2,0.7333333333333343,0.24692774045551372,0,1.0,0.0,0.2604686618830897,0
43,410,1,1,52,0,2,0.81666666666667,0.188923480255612,0,1.0,0.0,0.06493018003547316,0
44,411,1,1,24,1,2,0.778571428571432,0.2298050139275766,0,1.0,0.0,0.16590685069460293,1
45,413,1,1,35,0,2,0.8500000000000014,0.2295592331640177,0,1.0,0.0,0.026569620881381314,0
46,414,1,3,54,0,2,0.6500000000000057,0.1969523185318696,0,1.0,0.0,0.1697131642086404,0
47,415,1,4,36,0,2,0.6000000000000014,0.1840078649844339,0,1.0,0.0,0.04460716012518545,0
48,416,1,3,27,0,2,0.6666666666666714,0.17401278059970507,0,1.0,0.0,0.13090450305167575,1
49,419,1,1,22,0,2,0.7000000000000028,0.17262002293953793,0,1.0,0.0,0.2575225479380626,1
50,420,1,1,24,1,2,0.81666666666667,0.2194822218581026,0,1.0,0.0,0.14916343361394688,1
51,421,1,1,24,0,2,0.8500000000000014,0.19932819924627235,0,1.0,0.0,0.11672727383693353,0
52,422,0,1,8,0,2,0.5833333333333357,0.15656234638702277,0,1.0,0.0,0.2532133091914842,1
53,423,1,1,57,1,2,0.6833333333333371,0.19867278387678192,0,1.0,0.0,0.17439508424640943,0
54,424,1,1,24,0,2,0.7000000000000028,0.1975258069801737,0,1.0,0.0,0.02825389509467399,0
55,425,1,1,38,0,2,0.31666666666667,0.18081271505816812,0,1.0,0.0,0.1344676276571059,1
56,426,1,1,58,0,2,0.2666666666666728,0.039324922169424875,0,1.0,0.0,0.056208283284191855,1
57,427,0,1,48,1,2,0.56666666666667,0.1883499918073079,0,1.0,0.0,0.30883151624993765,1
58,431,1,1,62,1,1,0.016666666666672825,0.11969523185318696,0,1.0,0.0,0.13305090597892225,1
59,433,1,1,63,0,2,0.7833333333333385,0.17663444207766674,0,1.0,0.0,0.11850992112805889,1
60,434,1,1,64,0,2,0.4333333333333371,0.13722759298705556,0,1.0,0.0,0.2429353684679454,1
61,435,1,1,22,1,2,0.7000000000000028,0.18089464197935443,1,1.0,0.0,0.25727690155158256,0
62,436,1,3,27,1,2,0.5833333333333357,0.18089464197935443,0,1.0,0.0,0.2439632073952352,1
63,437,1,1,8,0,2,0.75,0.14984433884974604,0,1.0,0.0,0.1963604891088148,1
64,438,1,1,59,1,2,0.75,0.17827298050139279,0,1.0,0.0,0.24754513409229204,0
65,440,1,1,113,1,2,0.5833333333333357,0.17876454202851058,0,1.0,0.0,0.2315801935118762,0
66,443,0,1,59,0,2,0.7166666666666686,0.13624446993281994,0,1.0,0.0,0.21097010916935074,0
67,444,1,1,6,0,2,0.3333333333333357,0.1757332459446174,0,1.0,0.0,0.2985146459752247,1
68,446,1,1,31,0,1,0.15000000000000568,0.0721776175651319,0,1.0,0.0,0.03636203555430791,1
69,448,1,1,31,0,1,0.3333333333333357,0.05808618712108799,0,1.0,0.0,0.02156157682860433,1
