,Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Marital_Status_Married,Marital_Status_Single,Employment_Type_Contarct Basis,Employment_Type_Permanant
141,1,5,22,0,2,1984.2857142857142,3.421917808219178,0,0.0,1.0,1.0,0.0
142,1,1,22,0,2,1995.0,3.421917808219178,0,0.0,0.0,1.0,0.0
143,1,1,22,0,2,1991.0,3.3835616438356166,0,0.0,0.0,1.0,0.0
144,1,1,22,0,2,1992.0,3.419178082191781,0,0.0,1.0,1.0,0.0
145,1,1,27,0,2,1993.0,3.421917808219178,0,1.0,0.0,1.0,0.0
146,1,1,22,1,2,1991.0,3.3643835616438356,1,0.0,1.0,1.0,0.0
147,0,1,157,1,2,1988.0,3.0876712328767124,0,0.0,1.0,1.0,0.0
148,1,1,22,0,2,1961.0,2.96986301369863,0,1.0,0.0,1.0,0.0
149,0,1,48,0,2,1996.0,1.832876712328767,1,0.0,1.0,1.0,0.0
150,1,3,22,0,2,1993.0,2.989041095890411,0,0.0,1.0,1.0,0.0
151,1,1,33,0,2,1981.0,1.5452054794520549,1,1.0,0.0,1.0,0.0
152,1,1,6,0,2,1984.0,3.084931506849315,1,1.0,0.0,1.0,0.0
153,1,1,7,1,2,1996.0,3.0794520547945203,0,1.0,0.0,1.0,0.0
154,0,1,89,0,2,1993.0,1.4136986301369863,0,0.0,1.0,1.0,0.0
155,1,3,22,0,2,1994.0,1.2602739726027397,0,0.0,1.0,1.0,0.0
156,0,1,84,0,2,1986.0,3.0191780821917806,0,1.0,0.0,1.0,0.0
157,1,3,9,0,2,1995.0,2.7041095890410958,0,1.0,0.0,1.0,0.0
158,1,1,27,0,2,1971.0,2.334246575342466,0,1.0,0.0,1.0,0.0
159,1,1,7,0,2,1946.0,2.084931506849315,0,1.0,0.0,1.0,0.0
160,1,1,33,0,2,1986.2857142857142,2.6794520547945204,0,1.0,0.0,1.0,0.0
161,1,3,8,0,2,1993.0,2.6027397260273974,0,0.0,1.0,1.0,0.0
162,1,5,33,0,2,1994.0,3.695890410958904,0,0.0,1.0,1.0,0.0
163,1,1,64,0,2,1984.0,2.5972602739726027,0,1.0,0.0,1.0,0.0
164,1,1,27,0,2,1991.0,2.021917808219178,1,0.0,1.0,1.0,0.0
165,1,1,27,1,2,1993.0,3.4465753424657533,1,0.0,1.0,1.0,0.0
166,1,1,8,0,2,1987.0,2.419178082191781,1,0.0,1.0,1.0,0.0
167,1,1,36,0,2,1990.0,3.2986301369863016,0,0.0,1.0,1.0,0.0
168,1,1,108,1,2,1992.0,3.2986301369863016,1,0.0,1.0,1.0,0.0
169,1,1,6,0,2,1965.0,2.7013698630136984,1,1.0,0.0,1.0,0.0
170,0,1,48,0,2,1993.0,2.1671232876712327,0,0.0,1.0,1.0,0.0
171,1,1,22,1,2,1990.0,3.334246575342466,1,0.0,1.0,1.0,0.0
172,1,1,6,0,2,1981.0,2.4657534246575343,0,1.0,0.0,1.0,0.0
173,1,1,48,0,2,1993.0,2.621917808219178,0,0.0,1.0,1.0,0.0
174,1,1,27,0,2,1989.0,1.6904109589041096,0,0.0,1.0,1.0,0.0
175,1,1,33,0,2,1992.0,4.019178082191781,0,0.0,1.0,1.0,0.0
176,1,1,33,0,2,1990.0,3.4876712328767123,0,1.0,0.0,1.0,0.0
177,1,1,64,1,2,1971.0,3.336986301369863,0,1.0,0.0,1.0,0.0
178,1,3,27,0,2,1996.0,3.2958904109589042,0,0.0,1.0,1.0,0.0
179,1,3,36,1,2,1994.0,3.2958904109589042,0,0.0,1.0,1.0,0.0
180,1,1,22,0,2,1989.0,3.2684931506849315,0,1.0,0.0,1.0,0.0
181,1,3,22,0,2,1989.0,2.9917808219178084,0,0.0,1.0,1.0,0.0
182,1,1,8,0,2,1966.0,3.2684931506849315,0,1.0,0.0,1.0,0.0
183,1,1,22,0,2,1987.0,3.254794520547945,0,1.0,0.0,1.0,0.0
184,1,3,7,0,2,1952.0,1.5561643835616439,0,1.0,0.0,1.0,0.0
185,1,3,22,0,2,1985.0,3.5123287671232877,0,1.0,0.0,1.0,0.0
186,1,1,8,0,2,1996.0,2.5643835616438357,0,0.0,1.0,1.0,0.0
187,1,3,33,0,2,1987.0,2.241095890410959,0,0.0,1.0,1.0,0.0
188,1,3,36,1,2,1987.0,3.1561643835616437,0,1.0,0.0,1.0,0.0
189,1,4,6,0,2,1971.0,3.1232876712328768,1,1.0,0.0,1.0,0.0
190,1,1,64,1,2,1968.0,3.1205479452054794,0,1.0,0.0,1.0,0.0
191,1,3,6,0,2,1969.0,3.117808219178082,1,1.0,0.0,1.0,0.0
192,1,3,33,0,2,1987.0,3.117808219178082,0,1.0,0.0,1.0,0.0
193,1,1,7,1,2,1976.0,3.1041095890410957,0,1.0,0.0,1.0,0.0
194,1,1,64,0,2,1969.0,3.117808219178082,0,1.0,0.0,1.0,0.0
195,1,1,54,0,2,1981.0,3.1123287671232878,0,0.0,1.0,1.0,0.0
196,1,1,35,0,2,1992.0,1.7863013698630137,0,1.0,0.0,1.0,0.0
197,1,1,8,0,2,1988.0,3.084931506849315,0,1.0,0.0,1.0,0.0
198,1,3,8,1,2,1981.0,17.104109589041094,0,1.0,0.0,1.0,0.0
199,1,1,102,0,2,1978.0,4.087671232876712,0,1.0,0.0,1.0,0.0
200,1,1,39,0,2,1993.0,2.6575342465753424,0,0.0,1.0,1.0,0.0
201,1,1,7,0,2,1993.0,3.671232876712329,0,0.0,1.0,1.0,0.0
202,1,1,8,1,2,1988.0,3.4684931506849317,0,1.0,0.0,1.0,0.0
203,1,1,7,0,2,1994.0,4.542465753424658,0,0.0,1.0,1.0,0.0
204,1,1,80,0,2,1985.0,4.210958904109589,0,1.0,0.0,1.0,0.0
205,1,1,6,0,2,1983.0,2.3863013698630136,0,1.0,0.0,1.0,0.0
206,1,1,36,0,2,1986.0,4.389041095890411,0,0.0,1.0,1.0,0.0
207,1,1,22,0,2,1987.0,3.3068493150684932,0,1.0,0.0,1.0,0.0
208,1,3,6,0,2,1991.0,3.6356164383561644,0,0.0,1.0,1.0,0.0
209,1,5,24,0,2,1976.0,3.16986301369863,0,1.0,0.0,1.0,0.0
210,1,5,73,1,2,1978.0,3.1232876712328768,1,1.0,0.0,1.0,0.0
211,1,1,48,0,2,1991.7142857142858,6.093150684931507,0,1.0,0.0,1.0,0.0
212,1,1,37,0,2,1980.0,5.046575342465753,0,1.0,0.0,1.0,0.0
213,1,1,31,0,1,1958.0,3.6986301369863015,0,0.0,1.0,1.0,0.0
214,1,1,55,0,1,1976.0,2.495890410958904,0,1.0,0.0,1.0,0.0
215,1,1,31,0,1,1993.0,1.9917808219178081,0,0.0,1.0,1.0,0.0
216,1,1,31,0,1,1971.0,2.0,0,1.0,0.0,1.0,0.0
217,1,1,31,0,1,1955.0,0.4821917808219178,0,1.0,0.0,1.0,0.0
218,1,1,55,0,1,1991.0,2.0,0,1.0,0.0,1.0,0.0
219,1,1,22,0,2,1978.0,22.578082191780823,0,1.0,0.0,0.0,1.0
220,1,1,31,0,1,1972.0,1.9095890410958904,0,1.0,0.0,1.0,0.0
221,1,1,31,0,1,1954.0,3.9178082191780823,0,1.0,0.0,1.0,0.0
222,1,1,99,0,2,1959.0,3.526027397260274,0,1.0,0.0,1.0,0.0
223,1,1,7,0,2,1974.0,2.6356164383561644,0,1.0,0.0,1.0,0.0
224,1,1,22,0,2,1991.0,3.824657534246575,0,0.0,1.0,1.0,0.0
225,1,1,6,0,2,1987.0,3.9835616438356163,0,1.0,0.0,1.0,0.0
226,1,1,99,0,2,1955.0,3.8164383561643835,0,1.0,0.0,1.0,0.0
227,1,1,31,0,1,1965.0,1.8164383561643835,0,1.0,0.0,1.0,0.0
228,1,1,31,0,1,1981.0,2.336986301369863,0,1.0,0.0,1.0,0.0
229,1,1,122,1,1,1958.0,2.5863013698630137,0,1.0,0.0,1.0,0.0
230,1,1,22,1,2,1986.0,6.03013698630137,1,1.0,0.0,1.0,0.0
231,1,1,122,1,1,1991.0,3.336986301369863,0,0.0,1.0,1.0,0.0
232,1,1,31,0,1,1992.0,1.263013698630137,0,0.0,1.0,1.0,0.0
233,1,1,122,0,1,1961.0,1.1232876712328768,0,1.0,0.0,1.0,0.0
234,1,1,122,0,1,1981.0,1.4712328767123288,0,1.0,0.0,1.0,0.0
235,1,1,48,0,2,1994.0,3.736986301369863,0,0.0,1.0,1.0,0.0
236,1,1,31,0,1,1999.0,0.8794520547945206,0,0.0,1.0,1.0,0.0
237,1,1,24,0,2,1972.0,4.23013698630137,0,1.0,0.0,1.0,0.0
238,1,5,65,0,2,1994.0,3.632876712328767,0,0.0,1.0,1.0,0.0
239,1,1,86,1,2,1993.0,3.852054794520548,0,0.0,1.0,1.0,0.0
240,1,1,33,0,2,1992.0,2.3589041095890413,0,0.0,1.0,1.0,0.0
241,1,3,6,0,2,1962.0,0.6986301369863014,1,1.0,0.0,1.0,0.0
242,0,1,125,1,2,1993.0,2.4794520547945207,0,0.0,1.0,1.0,0.0
243,1,1,31,0,1,1958.0,1.1561643835616437,0,1.0,0.0,1.0,0.0
244,0,1,125,1,2,1996.0,2.4986301369863013,0,0.0,1.0,1.0,0.0
245,0,1,125,0,2,1993.0,4.638356164383562,0,0.0,1.0,1.0,0.0
246,1,1,31,0,1,1967.0,0.8767123287671232,0,1.0,0.0,1.0,0.0
247,0,1,22,0,2,1970.0,1.5808219178082192,0,1.0,0.0,1.0,0.0
248,1,1,24,0,2,1978.0,2.9013698630136986,0,1.0,0.0,1.0,0.0
249,1,1,22,0,2,1991.0,1.2575342465753425,0,1.0,0.0,1.0,0.0
250,1,1,124,0,1,1964.0,2.835616438356164,0,1.0,0.0,1.0,0.0
251,1,5,27,0,2,1993.0,4.7095890410958905,0,0.0,1.0,1.0,0.0
252,1,1,51,0,2,2000.0,2.3589041095890413,0,0.0,1.0,1.0,0.0
253,1,1,80,0,2,1985.0,4.002739726027397,0,1.0,0.0,1.0,0.0
254,1,3,33,0,2,1987.0,3.558904109589041,0,1.0,0.0,1.0,0.0
255,1,3,36,0,2,1991.0,1.3945205479452054,0,0.0,1.0,1.0,0.0
256,1,1,8,1,2,1987.0,12.578082191780823,0,1.0,0.0,1.0,0.0
257,1,1,64,0,2,1976.0,3.1013698630136988,0,1.0,0.0,1.0,0.0
258,1,1,1,0,1,1978.0,0.7452054794520548,0,1.0,0.0,1.0,0.0
259,1,1,31,0,1,1971.0,2.421917808219178,0,1.0,0.0,1.0,0.0
260,1,1,31,0,1,1974.0,1.978082191780822,0,1.0,0.0,1.0,0.0
261,1,1,31,0,1,1984.0,2.073972602739726,0,0.0,1.0,1.0,0.0
262,1,1,31,0,1,1984.0,0.1726027397260274,0,1.0,0.0,1.0,0.0
263,1,1,31,0,1,1986.0,0.19726027397260273,0,1.0,0.0,1.0,0.0
264,1,1,1,0,1,1975.0,2.317808219178082,0,1.0,0.0,1.0,0.0
265,1,1,7,1,2,1994.0,5.917808219178082,0,0.0,1.0,1.0,0.0
266,1,1,135,1,1,1951.0,3.254794520547945,0,1.0,0.0,1.0,0.0
267,1,1,37,0,1,1958.0,3.0684931506849313,0,1.0,0.0,1.0,0.0
268,1,1,43,0,1,1978.0,2.9945205479452053,0,1.0,0.0,1.0,0.0
269,1,1,31,0,1,1999.0,2.9068493150684933,0,0.0,1.0,1.0,0.0
270,1,1,102,0,2,1963.0,15.646575342465754,0,1.0,0.0,1.0,0.0
271,1,1,31,1,1,1994.142857142857,4.002739726027397,0,0.0,1.0,1.0,0.0
272,1,1,31,1,1,1975.7142857142858,3.8465753424657536,0,1.0,0.0,1.0,0.0
273,1,3,123,0,1,1982.142857142857,3.0027397260273974,0,1.0,0.0,1.0,0.0
274,1,1,123,0,1,1976.0,1.83013698630137,0,1.0,0.0,1.0,0.0
275,0,1,29,1,1,1968.2857142857142,2.9178082191780823,0,1.0,0.0,1.0,0.0
276,1,1,30,1,1,1967.0,2.0684931506849313,0,1.0,0.0,1.0,0.0
277,1,1,38,0,1,1993.0,1.9589041095890412,0,0.0,1.0,1.0,0.0
278,1,1,134,0,1,1952.0,1.4712328767123288,0,1.0,0.0,1.0,0.0
279,1,1,31,0,1,2003.0,3.0136986301369864,0,0.0,1.0,1.0,0.0
280,1,1,31,0,1,2003.0,3.0136986301369864,0,0.0,1.0,1.0,0.0
281,1,1,31,0,1,1993.0,2.9452054794520546,0,1.0,0.0,1.0,0.0
282,1,1,31,0,1,1964.0,2.8876712328767122,0,1.0,0.0,1.0,0.0
283,1,3,31,0,1,1998.857142857143,1.832876712328767,0,0.0,1.0,1.0,0.0
284,1,1,55,0,1,1997.0,1.126027397260274,0,0.0,1.0,1.0,0.0
285,1,1,31,0,1,2001.0,2.3835616438356166,0,0.0,1.0,1.0,0.0
286,1,1,31,0,1,1961.0,2.0191780821917806,0,1.0,0.0,1.0,0.0
287,1,1,31,0,1,1999.0,3.0356164383561643,0,0.0,1.0,1.0,0.0
288,1,4,31,0,1,1990.0,3.2164383561643834,0,1.0,0.0,1.0,0.0
289,1,4,31,1,1,2000.0,2.8109589041095893,0,0.0,1.0,1.0,0.0
290,1,3,31,0,1,2000.0,3.0246575342465754,0,0.0,1.0,1.0,0.0
291,1,3,31,0,1,1954.0,2.4136986301369863,0,1.0,0.0,1.0,0.0
292,1,3,31,0,1,1981.4285714285713,4.002739726027397,0,1.0,0.0,1.0,0.0
293,1,4,31,0,1,1961.0,2.4136986301369863,0,1.0,0.0,1.0,0.0
294,1,3,31,0,1,1996.0,4.002739726027397,0,0.0,1.0,1.0,0.0
295,1,4,31,0,1,2000.0,3.9178082191780823,0,0.0,1.0,1.0,0.0
296,1,4,31,0,1,1966.0,3.506849315068493,0,1.0,0.0,1.0,0.0
297,1,3,31,0,1,1995.0,3.589041095890411,0,0.0,1.0,1.0,0.0
298,1,1,31,0,1,1993.0,2.682191780821918,0,1.0,0.0,1.0,0.0
299,1,1,31,0,1,1968.0,4.002739726027397,0,1.0,0.0,1.0,0.0
300,1,1,31,0,1,1983.0,2.0575342465753423,0,0.0,1.0,1.0,0.0
301,1,1,1,0,1,1980.0,3.589041095890411,0,1.0,0.0,1.0,0.0
302,1,1,31,0,1,1992.0,3.1835616438356165,0,1.0,0.0,1.0,0.0
303,1,1,31,0,1,1995.0,0.2191780821917808,0,1.0,0.0,1.0,0.0
304,1,1,31,0,1,1999.0,0.2191780821917808,0,0.0,1.0,1.0,0.0
305,1,3,122,1,1,1985.0,2.5863013698630137,0,0.0,1.0,1.0,0.0
306,1,3,31,0,1,1978.0,3.276712328767123,0,1.0,0.0,1.0,0.0
307,1,3,31,0,1,1960.0,2.1397260273972605,0,1.0,0.0,1.0,0.0
308,1,4,31,1,1,1966.0,3.506849315068493,0,1.0,0.0,1.0,0.0
309,1,4,1,0,1,1992.0,3.506849315068493,0,1.0,0.0,1.0,0.0
310,1,1,30,0,1,1975.0,1.0383561643835617,0,1.0,0.0,1.0,0.0
311,1,3,122,0,1,1981.0,3.506849315068493,0,1.0,0.0,1.0,0.0
312,1,3,31,0,1,1998.0,2.0575342465753423,0,0.0,1.0,1.0,0.0
313,1,3,30,0,1,1998.0,3.208219178082192,0,0.0,1.0,1.0,0.0
314,1,3,31,0,1,1972.0,0.8712328767123287,0,1.0,0.0,1.0,0.0
315,1,3,31,0,1,1975.0,2.884931506849315,0,1.0,0.0,1.0,0.0
316,1,4,31,1,1,1996.0,2.8904109589041096,0,0.0,1.0,1.0,0.0
317,1,3,30,0,1,1974.7142857142858,3.3232876712328765,0,1.0,0.0,1.0,0.0
318,1,3,31,1,1,1981.0,2.5863013698630137,0,1.0,0.0,1.0,0.0
319,1,3,122,0,1,1982.142857142857,2.2383561643835614,0,1.0,0.0,1.0,0.0
320,1,3,122,0,1,1982.142857142857,2.3863013698630136,0,0.0,1.0,1.0,0.0
321,1,1,55,0,1,1970.0,3.1232876712328768,0,1.0,0.0,1.0,0.0
322,1,1,31,0,1,1996.0,2.96986301369863,0,0.0,1.0,1.0,0.0
323,1,1,31,0,1,1994.0,2.5616438356164384,0,1.0,0.0,1.0,0.0
324,1,1,31,0,1,1997.0,2.863013698630137,0,1.0,0.0,1.0,0.0
325,1,4,31,0,1,1978.142857142857,4.002739726027397,0,1.0,0.0,1.0,0.0
326,1,3,31,0,1,1996.4285714285713,3.0,0,0.0,1.0,1.0,0.0
327,1,1,1,0,1,1983.0,1.295890410958904,0,1.0,0.0,1.0,0.0
328,1,1,30,0,1,1989.4285714285713,3.421917808219178,0,0.0,1.0,1.0,0.0
329,1,4,122,1,1,1973.0,3.336986301369863,0,1.0,0.0,1.0,0.0
330,1,3,30,0,1,1982.0,3.326027397260274,0,1.0,0.0,1.0,0.0
331,1,4,38,0,1,1987.0,1.5753424657534247,0,1.0,0.0,1.0,0.0
332,1,3,31,0,1,1996.4285714285713,3.0876712328767124,0,0.0,1.0,1.0,0.0
333,1,3,122,0,1,1949.0,2.852054794520548,0,1.0,0.0,1.0,0.0
334,1,3,122,0,1,1995.0,2.673972602739726,0,0.0,1.0,1.0,0.0
335,1,1,30,0,1,1966.0,2.9753424657534246,0,0.0,1.0,1.0,0.0
336,1,1,1,0,1,1966.0,2.9726027397260273,0,1.0,0.0,1.0,0.0
337,1,1,30,0,1,1972.857142857143,2.9342465753424656,0,1.0,0.0,1.0,0.0
338,1,3,122,0,1,1986.0,1.2328767123287672,0,0.0,1.0,1.0,0.0
339,1,4,122,0,1,1982.142857142857,2.4273972602739726,0,0.0,1.0,1.0,0.0
340,1,3,122,0,1,1982.142857142857,2.9178082191780823,0,1.0,0.0,1.0,0.0
341,1,3,122,0,1,1983.142857142857,1.8027397260273972,0,0.0,1.0,1.0,0.0
342,1,3,30,0,1,1974.7142857142858,2.884931506849315,0,1.0,0.0,1.0,0.0
343,1,3,38,0,1,1992.2857142857142,1.8767123287671232,0,0.0,1.0,1.0,0.0
344,0,1,134,1,1,1959.4285714285713,2.5863013698630137,0,1.0,0.0,1.0,0.0
345,1,1,31,0,1,1970.0,3.2739726027397262,0,1.0,0.0,1.0,0.0
346,1,1,31,0,1,1989.0,1.841095890410959,0,1.0,0.0,1.0,0.0
347,1,1,31,0,1,1992.0,1.2136986301369863,0,0.0,1.0,1.0,0.0
348,1,1,31,0,1,1984.0,2.5123287671232877,0,1.0,0.0,1.0,0.0
349,1,1,29,0,1,1979.0,1.5506849315068494,0,1.0,0.0,1.0,0.0
350,1,1,135,1,1,1963.0,3.241095890410959,0,1.0,0.0,1.0,0.0
351,1,1,135,0,1,1960.0,2.5397260273972604,0,1.0,0.0,1.0,0.0
352,1,1,31,0,1,1971.0,1.021917808219178,0,1.0,0.0,1.0,0.0
353,1,1,31,0,1,1977.0,2.5863013698630137,0,1.0,0.0,1.0,0.0
354,1,1,31,0,1,1999.0,1.0356164383561643,0,1.0,0.0,1.0,0.0
355,1,1,31,0,1,1980.0,2.1397260273972605,0,1.0,0.0,1.0,0.0
356,1,1,31,0,1,1976.0,2.9287671232876713,0,1.0,0.0,1.0,0.0
357,1,1,31,0,1,1963.0,2.9287671232876713,0,1.0,0.0,1.0,0.0
358,1,1,31,0,1,1986.0,1.7589041095890412,0,1.0,0.0,1.0,0.0
359,1,1,31,0,1,1980.0,2.126027397260274,0,1.0,0.0,1.0,0.0
360,1,1,31,0,1,1982.0,1.0027397260273974,0,1.0,0.0,1.0,0.0
361,1,1,31,0,1,1968.0,1.0054794520547945,0,1.0,0.0,1.0,0.0
362,1,1,31,0,1,1971.0,2.9287671232876713,0,1.0,0.0,1.0,0.0
363,1,1,31,0,1,1983.0,2.16986301369863,0,1.0,0.0,1.0,0.0
364,1,1,31,0,1,1986.0,2.9287671232876713,0,1.0,0.0,1.0,0.0
365,1,1,31,0,1,1989.0,2.1095890410958904,0,1.0,0.0,1.0,0.0
366,1,1,31,0,1,1975.0,2.0602739726027397,0,1.0,0.0,1.0,0.0
367,1,1,31,0,1,1985.0,2.032876712328767,0,1.0,0.0,1.0,0.0
368,1,1,134,0,1,1959.4285714285713,1.1506849315068493,0,1.0,0.0,1.0,0.0
369,1,1,30,1,1,1984.0,2.5863013698630137,0,1.0,0.0,1.0,0.0
370,1,1,31,0,1,1981.0,0.6027397260273972,0,1.0,0.0,1.0,0.0
371,1,1,31,0,1,1984.0,1.4136986301369863,0,1.0,0.0,1.0,0.0
372,1,1,1,0,1,1982.0,1.8465753424657534,0,1.0,0.0,1.0,0.0
373,1,1,7,0,2,1970.0,7.531506849315068,0,1.0,0.0,1.0,0.0
374,1,5,33,0,2,1993.0,4.654794520547945,0,0.0,1.0,1.0,0.0
375,1,5,22,1,2,1977.0,3.9178082191780823,0,1.0,0.0,1.0,0.0
376,1,1,55,0,1,1977.0,2.356164383561644,0,1.0,0.0,1.0,0.0
377,1,1,31,0,1,1975.0,3.0,0,1.0,0.0,1.0,0.0
378,1,1,31,0,1,1979.7142857142858,4.002739726027397,0,1.0,0.0,1.0,0.0
379,1,1,1,0,1,1996.0,4.002739726027397,0,0.0,1.0,1.0,0.0
380,1,1,31,0,1,1972.857142857143,2.271232876712329,0,1.0,0.0,1.0,0.0
381,1,1,31,0,1,1977.0,2.0191780821917806,0,1.0,0.0,1.0,0.0
382,1,1,31,0,1,1960.0,2.271232876712329,0,1.0,0.0,1.0,0.0
383,1,1,31,0,1,1982.142857142857,3.506849315068493,0,1.0,0.0,1.0,0.0
384,1,1,70,0,2,1997.0,2.873972602739726,0,0.0,1.0,1.0,0.0
385,0,1,2,0,2,1993.0,2.4657534246575343,0,0.0,1.0,1.0,0.0
386,1,1,48,1,2,1994.0,2.8547945205479452,0,0.0,1.0,1.0,0.0
387,1,1,88,0,2,1997.0,1.1534246575342466,0,0.0,1.0,1.0,0.0
388,1,1,48,0,2,1991.857142857143,2.835616438356164,0,0.0,1.0,1.0,0.0
389,1,1,6,1,2,1964.0,2.8547945205479452,1,1.0,0.0,1.0,0.0
390,1,1,107,1,2,1962.0,2.824657534246575,0,1.0,0.0,1.0,0.0
391,1,1,8,1,2,1988.0,2.797260273972603,0,0.0,1.0,1.0,0.0
392,1,1,8,0,2,1988.0,2.8876712328767122,0,1.0,0.0,1.0,0.0
393,1,1,7,1,2,1987.0,2.643835616438356,0,0.0,1.0,1.0,0.0
394,1,1,27,0,2,1995.0,2.7534246575342465,0,0.0,1.0,1.0,0.0
395,1,1,120,0,3,1956.0,2.6246575342465754,0,1.0,0.0,1.0,0.0
396,1,1,29,0,1,1964.2857142857142,4.002739726027397,0,1.0,0.0,1.0,0.0
397,1,1,1,0,1,1977.142857142857,3.2356164383561645,0,1.0,0.0,1.0,0.0
398,1,1,1,0,1,1984.0,0.23835616438356164,0,1.0,0.0,1.0,0.0
399,1,1,31,0,1,1971.0,3.2356164383561645,0,1.0,0.0,1.0,0.0
400,1,1,31,1,1,1997.0,1.915068493150685,0,1.0,0.0,1.0,0.0
401,1,1,31,0,1,1978.5714285714287,3.1890410958904107,0,1.0,0.0,1.0,0.0
402,1,1,31,0,1,1973.2857142857142,0.38904109589041097,0,1.0,0.0,1.0,0.0
403,1,1,31,0,1,1970.2857142857142,0.1589041095890411,0,1.0,0.0,1.0,0.0
404,1,1,53,0,1,1984.857142857143,3.1123287671232878,0,1.0,0.0,1.0,0.0
405,1,1,22,0,2,1985.0,1.8547945205479452,0,1.0,0.0,1.0,0.0
406,1,5,31,0,1,2003.0,2.882191780821918,0,0.0,1.0,1.0,0.0
407,1,1,128,0,2,1996.0,2.1232876712328768,0,0.0,1.0,1.0,0.0
408,1,1,31,0,1,1997.0,3.421917808219178,0,1.0,0.0,1.0,0.0
409,1,1,31,0,1,1996.0,3.421917808219178,0,1.0,0.0,1.0,0.0
410,1,1,31,0,1,1968.0,3.219178082191781,0,1.0,0.0,1.0,0.0
411,1,1,31,1,1,1985.0,1.915068493150685,0,1.0,0.0,1.0,0.0
412,1,1,32,0,2,1959.0,12.471232876712328,0,1.0,0.0,1.0,0.0
413,1,1,31,0,1,1992.0,0.7205479452054795,0,1.0,0.0,1.0,0.0
414,1,1,1,0,1,1996.0,1.1534246575342466,0,1.0,0.0,1.0,0.0
415,1,1,31,0,1,1969.0,3.2164383561643834,0,1.0,0.0,1.0,0.0
416,1,1,31,0,1,1997.0,3.2383561643835614,0,1.0,0.0,1.0,0.0
417,1,1,31,0,1,1995.0,1.2246575342465753,0,0.0,1.0,1.0,0.0
418,1,1,31,0,1,1996.0,3.16986301369863,0,1.0,0.0,1.0,0.0
419,1,1,31,0,1,1973.0,1.7780821917808218,0,1.0,0.0,1.0,0.0
420,1,1,31,0,1,1985.0,1.1424657534246576,0,1.0,0.0,1.0,0.0
421,1,1,1,0,1,1980.0,2.1534246575342464,0,1.0,0.0,1.0,0.0
422,1,1,1,0,1,1971.0,2.9945205479452053,0,1.0,0.0,1.0,0.0
423,1,1,1,0,1,1988.0,1.2,0,1.0,0.0,1.0,0.0
424,1,1,31,0,1,1977.0,2.9808219178082194,0,1.0,0.0,1.0,0.0
425,1,1,37,0,2,1974.0,2.287671232876712,0,1.0,0.0,1.0,0.0
426,1,1,31,0,1,1988.0,2.852054794520548,0,1.0,0.0,1.0,0.0
427,1,1,31,1,1,1969.0,2.852054794520548,0,1.0,0.0,1.0,0.0
428,1,1,1,0,1,1974.0,2.871232876712329,0,1.0,0.0,1.0,0.0
429,1,1,31,0,1,2003.0,2.8684931506849316,0,0.0,1.0,1.0,0.0
430,1,1,31,0,1,1999.0,1.4082191780821918,0,0.0,1.0,1.0,0.0
431,1,1,31,0,1,1975.5714285714287,3.1123287671232878,0,1.0,0.0,1.0,0.0
432,1,1,31,0,1,1975.5714285714287,0.03287671232876712,0,1.0,0.0,1.0,0.0
433,1,1,31,0,1,1975.5714285714287,3.1123287671232878,0,1.0,0.0,1.0,0.0
434,1,1,31,0,1,1975.5714285714287,3.1123287671232878,0,1.0,0.0,1.0,0.0
435,1,1,31,0,1,1975.5714285714287,3.1123287671232878,0,1.0,0.0,1.0,0.0
436,1,1,31,0,1,1957.0,3.1424657534246574,0,1.0,0.0,1.0,0.0
437,1,1,31,0,1,2001.0,3.0712328767123287,0,0.0,1.0,1.0,0.0
438,1,1,31,0,1,1972.0,3.084931506849315,0,1.0,0.0,1.0,0.0
439,1,1,31,0,1,1968.0,2.8219178082191783,0,1.0,0.0,1.0,0.0
440,1,3,30,0,1,1994.0,2.8438356164383563,0,0.0,1.0,1.0,0.0
441,1,1,31,0,1,1960.0,0.7945205479452054,0,1.0,0.0,1.0,0.0
442,1,1,31,0,1,1982.0,2.808219178082192,0,1.0,0.0,1.0,0.0
443,1,1,1,0,1,1976.0,4.002739726027397,0,1.0,0.0,1.0,0.0
444,1,1,31,0,1,2000.0,2.808219178082192,0,0.0,1.0,1.0,0.0
445,1,3,122,0,1,1992.0,1.6027397260273972,0,0.0,1.0,1.0,0.0
446,1,3,122,0,1,2000.0,2.786301369863014,0,0.0,1.0,1.0,0.0
447,1,1,31,0,1,1964.0,2.8575342465753426,0,1.0,0.0,1.0,0.0
448,1,1,31,0,1,1976.0,2.8767123287671232,0,1.0,0.0,1.0,0.0
449,1,1,31,0,1,1973.0,2.852054794520548,0,1.0,0.0,1.0,0.0
450,1,1,31,0,1,1974.4285714285713,0.536986301369863,0,1.0,0.0,1.0,0.0
451,1,1,31,0,1,1998.0,0.810958904109589,0,0.0,1.0,1.0,0.0
452,1,1,1,0,1,1979.0,3.084931506849315,0,1.0,0.0,1.0,0.0
453,1,1,31,0,1,1969.0,1.0986301369863014,0,1.0,0.0,1.0,0.0
454,1,1,80,0,2,1998.0,2.8684931506849316,0,0.0,1.0,1.0,0.0
455,0,1,125,0,2,1993.0,0.8493150684931506,0,0.0,1.0,1.0,0.0
456,1,1,27,0,2,1993.5714285714287,3.421917808219178,0,0.0,1.0,1.0,0.0
